Index,Season,Week,Day,Date,Time,Home,Away,ScoreH,ScoreA,Attendance,Venue,Longitude,Latitude,Capacity,H_Followers,A_Followers,Rank_H,Rank_A,Families,Period,Weekend,TemperatureC,DewPoint,RH,LaggedAttendance,RankDiff,GameImp
294,2011,16,Thursday,2012-01-12,19:55:00,Al-Qadisiyah,Al-Shabab,1,2,1056,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,414900,9,3,No,Night,Yes,17,13,77.31,239,6,1
295,2011,17,Wednesday,2012-01-18,20:00:00,Al-Shabab,Al-Raed,3,2,1479,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,149200,2,13,No,Night,No,14.7,-2.2,31.15,8123,11,1
296,2011,17,Wednesday,2012-01-18,20:00:00,Al-Fateh,Al-Nassr,0,1,3839,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,3100000,5,7,No,Night,No,13,0,40.87,2147,2,1
297,2011,17,Wednesday,2012-01-18,20:00:00,Al-Ansar,Al-Ittihad,1,3,18009,Prince Mohammed bin Abdul Aziz Stadium,39.543668,24.462513,20000,17300,4000000,14,6,No,Night,No,18,-3,23.8,48,8,1
298,2011,17,Thursday,2012-01-19,15:35:00,Al-Faisaly,Najran,4,1,1059,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,31200,9,10,No,Daytime,Yes,20,5,37.35,1049,1,1
299,2011,17,Thursday,2012-01-19,15:40:00,Al-Taawoun,Al-Qadisiyah,2,2,4163,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,91700,12,11,No,Daytime,Yes,20,5,37.35,9632,1,1
300,2011,17,Thursday,2012-01-19,20:00:00,Hajer,Al-Ettifaq,0,1,1670,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,226500,8,4,No,Night,Yes,14,5,54.62,345,4,1
301,2011,17,Thursday,2012-01-19,20:00:00,Al-Ahli,Al-Hilal,1,0,17150,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,9600000,1,3,No,Night,Yes,22,13,56.66,8771,2,1
302,2011,18,Wednesday,2012-02-01,20:10:00,Najran,Al-Raed,3,1,306,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,149200,11,13,No,Night,No,23,-2,18.83,2330,2,1
303,2011,18,Wednesday,2012-02-01,20:10:00,Al-Nassr,Hajer,0,0,1417,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,21900,7,9,No,Night,No,22,3,28.71,1670,2,1
304,2011,18,Wednesday,2012-02-01,20:10:00,Al-Ettifaq,Al-Ansar,1,1,998,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,17300,3,14,No,Night,No,23,6,33.32,1100,11,1
305,2011,18,Thursday,2012-02-02,15:40:00,Al-Hilal,Al-Faisaly,2,1,1243,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,103900,4,8,No,Daytime,Yes,13,1,43.93,4732,4,1
306,2011,18,Thursday,2012-02-02,15:50:00,Al-Taawoun,Al-Ahli,0,2,3743,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,2000000,12,1,No,Daytime,Yes,17,6,48.31,4163,11,1
307,2011,18,Thursday,2012-02-02,20:10:00,Al-Ittihad,Al-Shabab,0,2,8227,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,414900,6,2,No,Night,Yes,22,10,46.47,6600,4,1
308,2011,18,Thursday,2012-02-02,20:10:00,Al-Qadisiyah,Al-Fateh,1,2,363,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,161100,10,5,No,Night,Yes,14,7,62.72,1056,5,1
309,2011,19,Monday,2012-02-06,20:15:00,Al-Hilal,Al-Qadisiyah,3,0,2534,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,91700,3,11,No,Night,No,11.9,-6.4,27.27,1243,8,1
310,2011,19,Monday,2012-02-06,20:15:00,Al-Ettifaq,Al-Nassr,2,0,4649,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,3100000,4,7,No,Night,No,13,7,66.93,998,3,1
311,2011,19,Tuesday,2012-02-07,20:15:00,Al-Shabab,Najran,4,0,1435,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,31200,2,9,No,Night,No,13.4,-2.7,32.66,1479,7,1
312,2011,19,Tuesday,2012-02-07,20:15:00,Al-Raed,Al-Ittihad,2,0,5243,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,4000000,13,6,No,Night,No,19,2,32.17,3329,7,1
313,2011,19,Tuesday,2012-02-07,20:15:00,Al-Faisaly,Hajer,2,2,1050,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,21900,8,10,No,Night,No,19,2,32.17,1059,2,1
314,2011,19,Tuesday,2012-02-07,20:15:00,Al-Ahli,Al-Fateh,3,3,9891,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,161100,1,5,No,Night,No,27.8,19,58.79,17150,4,1
315,2011,19,Thursday,2012-02-09,20:15:00,Al-Ansar,Al-Taawoun,2,1,350,Prince Mohammed bin Abdul Aziz Stadium,39.543668,24.462513,20000,17300,208700,14,12,No,Night,Yes,24.9,12.1,44.84,18009,2,1
316,2011,20,Monday,2012-02-13,20:20:00,Hajer,Al-Raed,0,2,489,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,149200,9,12,No,Night,No,14,-2,33.08,1670,3,1
317,2011,20,Monday,2012-02-13,20:20:00,Al-Qadisiyah,Najran,0,2,125,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,31200,11,10,No,Night,No,12,5,62.25,363,1,1
318,2011,20,Monday,2012-02-13,20:20:00,Al-Ahli,Al-Faisaly,2,0,7033,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,103900,2,8,No,Night,No,25.4,17,59.72,9891,6,1
319,2011,20,Tuesday,2012-02-14,20:20:00,Al-Taawoun,Al-Shabab,1,2,4532,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,414900,13,1,No,Night,No,21,5,35.12,3743,12,1
320,2011,20,Tuesday,2012-02-14,20:20:00,Al-Nassr,Al-Ansar,4,1,1089,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,17300,7,14,No,Night,No,17,-6,20.22,1417,7,1
321,2011,20,Tuesday,2012-02-14,20:20:00,Al-Ittihad,Al-Hilal,0,2,15200,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,9600000,6,3,No,Night,No,25.4,21,76.65,8227,3,1
322,2011,20,Monday,2012-02-27,20:20:00,Al-Fateh,Al-Ettifaq,2,1,1221,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,226500,5,4,No,Night,No,14,-2,33.08,3839,1,1
323,2011,21,Friday,2012-03-02,20:25:00,Al-Ansar,Al-Faisaly,2,1,96,Prince Mohammed bin Abdul Aziz Stadium,39.543668,24.462513,20000,17300,103900,14,9,No,Night,Yes,18.6,-3.4,22.25,350,5,1
324,2011,21,Saturday,2012-03-03,20:25:00,Najran,Al-Taawoun,1,1,650,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,208700,8,13,No,Night,Yes,23,-2,18.83,306,5,1
325,2011,21,Saturday,2012-03-03,20:25:00,Al-Fateh,Hajer,1,0,2431,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,21900,5,10,No,Night,Yes,12,1,46.9,1221,5,1
326,2011,21,Thursday,2012-03-08,20:25:00,Al-Nassr,Al-Shabab,1,2,3638,King Fahad International Stadium,46.839236,24.788206,67000,3100000,414900,6,1,No,Night,Yes,19,-7.3,16.14,1089,5,1
327,2011,21,Sunday,2012-03-11,20:25:00,Al-Ittihad,Al-Qadisiyah,1,0,7862,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,91700,7,12,No,Night,No,25.4,19,67.72,15200,5,1
328,2011,21,Monday,2012-03-12,20:25:00,Al-Raed,Al-Hilal,1,1,22523,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,9600000,11,3,No,Night,No,28,5,23.1,5243,8,1
329,2011,21,Monday,2012-03-12,20:25:00,Al-Ettifaq,Al-Ahli,0,4,8544,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,2000000,4,2,No,Night,No,17,3,39.17,4649,2,1
330,2011,22,Thursday,2012-03-15,20:25:00,Najran,Al-Nassr,2,1,1200,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,3100000,8,7,No,Night,Yes,22,-16,6.69,650,1,1
331,2011,22,Thursday,2012-03-15,20:25:00,Al-Shabab,Al-Fateh,1,0,1893,King Fahad International Stadium,46.839236,24.788206,67000,414900,161100,1,5,No,Night,Yes,25.4,-4.9,13.13,1435,4,1
332,2011,22,Thursday,2012-03-15,20:25:00,Al-Faisaly,Al-Ittihad,0,1,1026,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,4000000,9,6,No,Night,Yes,21,5,35.12,1050,3,1
333,2011,22,Friday,2012-03-16,20:25:00,Al-Taawoun,Al-Ettifaq,1,0,6204,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,226500,13,4,No,Night,Yes,24,5,29.27,4532,9,1
334,2011,22,Friday,2012-03-16,20:25:00,Al-Hilal,Al-Ansar,6,1,1751,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,17300,3,14,No,Night,Yes,21.6,1,25.5,2534,11,1
335,2011,22,Friday,2012-03-16,20:25:00,Al-Ahli,Hajer,4,3,9767,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,21900,2,10,No,Night,Yes,23,18,73.46,7033,8,1
336,2011,22,Saturday,2012-03-17,20:25:00,Al-Qadisiyah,Al-Raed,0,1,144,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,149200,12,11,No,Night,Yes,18,4,39.46,125,1,1
337,2011,23,Friday,2012-03-23,20:30:00,Hajer,Al-Shabab,0,1,1753,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,414900,11,1,No,Night,Yes,21,11,52.8,489,10,1
338,2011,23,Friday,2012-03-23,20:30:00,Al-Taawoun,Al-Faisaly,1,2,6407,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,103900,12,10,No,Night,Yes,18,8,52.01,6204,2,1
339,2011,23,Sunday,2012-03-25,20:30:00,Al-Ittihad,Najran,2,2,6664,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,31200,6,8,No,Night,No,25.2,19,68.53,7862,2,1
340,2011,23,Sunday,2012-03-25,20:30:00,Al-Hilal,Al-Nassr,1,0,12117,King Fahad International Stadium,46.839236,24.788206,67000,9600000,3100000,3,7,No,Night,No,22,-4,17.24,1751,4,1
341,2011,23,Sunday,2012-03-25,20:30:00,Al-Qadisiyah,Al-Ahli,0,3,3366,King Fahad International Stadium,46.839236,24.788206,67000,91700,2000000,13,2,No,Night,No,19.8,2.1,30.83,144,11,1
342,2011,24,Thursday,2012-03-29,20:30:00,Al-Fateh,Al-Hilal,0,5,4672,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,9600000,5,3,No,Night,Yes,26,16,54.08,2431,2,1
343,2011,24,Thursday,2012-03-29,20:30:00,Al-Ettifaq,Al-Shabab,0,0,1558,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,414900,4,1,No,Night,Yes,24,16,60.93,8544,3,1
344,2011,24,Thursday,2012-03-29,20:30:00,Al-Ahli,Al-Ittihad,0,1,16924,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,4000000,2,6,No,Night,Yes,23.6,14,54.88,9767,4,1
345,2011,24,Saturday,2012-03-31,20:30:00,Hajer,Najran,1,0,836,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,31200,11,8,No,Night,Yes,21,3,30.52,1753,3,1
346,2011,24,Saturday,2012-03-31,20:30:00,Al-Nassr,Al-Taawoun,5,0,967,King Fahad International Stadium,46.839236,24.788206,67000,3100000,208700,7,12,No,Night,Yes,20.3,2.7,31.19,3638,5,1
347,2011,24,Saturday,2012-03-31,20:30:00,Al-Ansar,Al-Raed,0,1,121,Prince Mohammed bin Abdul Aziz Stadium,39.543668,24.462513,20000,17300,149200,14,9,No,Night,Yes,21.2,-8.8,12.54,96,5,1
348,2011,24,Sunday,2012-04-01,20:30:00,Al-Faisaly,Al-Qadisiyah,2,2,1050,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,91700,9,13,No,Night,No,26,9,34.17,1026,4,1
349,2011,23,Wednesday,2012-04-04,20:30:00,Al-Ansar,Al-Fateh,2,1,33,Prince Mohammed bin Abdul Aziz Stadium,39.543668,24.462513,20000,17300,161100,14,5,No,Night,No,27.2,-2.3,14.34,121,9,1
350,2011,25,Sunday,2012-04-08,20:35:00,Najran,Al-Hilal,0,2,1820,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,9600000,8,3,No,Night,No,20,11,56.16,1200,5,1
351,2011,25,Sunday,2012-04-08,20:35:00,Al-Shabab,Al-Ansar,3,0,1817,King Fahad International Stadium,46.839236,24.788206,67000,414900,17300,1,14,No,Night,No,25,11,41.45,1893,13,1
352,2011,25,Sunday,2012-04-08,20:35:00,Al-Raed,Al-Ahli,1,5,8736,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,2000000,10,2,No,Night,No,28,11,34.73,22523,8,1
353,2011,25,Sunday,2012-04-08,20:35:00,Al-Ittihad,Al-Nassr,1,1,6697,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,3100000,6,7,No,Night,No,29.4,15,41.59,6664,1,1
354,2011,25,Sunday,2012-04-08,20:35:00,Al-Fateh,Al-Taawoun,0,0,473,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,208700,5,12,No,Night,No,25,12,44.28,4672,7,1
355,2011,25,Sunday,2012-04-08,20:35:00,Al-Ettifaq,Al-Faisaly,1,2,203,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,103900,4,10,No,Night,No,25,11,41.45,1558,6,1
356,2011,25,Sunday,2012-04-08,20:35:00,Al-Qadisiyah,Hajer,1,1,176,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,21900,13,11,No,Night,No,24,17,64.93,3366,2,1
357,2011,26,Friday,2012-04-13,20:40:00,Al-Taawoun,Al-Raed,0,2,18624,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,149200,12,9,No,Night,Yes,24,12,47.01,6407,3,1
358,2011,26,Friday,2012-04-13,20:40:00,Al-Nassr,Al-Qadisiyah,3,2,588,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,91700,7,13,No,Night,Yes,21,13,60.24,967,6,1
359,2011,26,Friday,2012-04-13,21:30:00,Hajer,Al-Ittihad,0,0,683,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,4000000,11,6,No,Night,Yes,19,15,77.62,836,5,1
360,2011,26,Saturday,2012-04-14,20:40:00,Al-Hilal,Al-Ettifaq,3,3,352,King Fahad International Stadium,46.839236,24.788206,67000,9600000,226500,3,4,No,Night,Yes,22.3,6,34.76,12117,1,1
361,2011,26,Saturday,2012-04-14,20:40:00,Al-Ahli,Al-Shabab,1,1,17200,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,414900,2,1,No,Night,Yes,28,18,54.58,16924,1,3
362,2011,23,Wednesday,2012-04-18,20:40:00,Al-Raed,Al-Ettifaq,1,2,6905,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,226500,10,4,No,Night,No,26,1,19.57,8736,6,1
363,2011,26,Wednesday,2012-04-18,20:40:00,Al-Faisaly,Al-Fateh,1,0,1000,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,161100,8,5,No,Night,No,26,1,19.57,1050,3,1
364,2011,26,Wednesday,2012-04-18,20:40:00,Al-Ansar,Najran,1,2,33,Prince Mohammed bin Abdul Aziz Stadium,39.543668,24.462513,20000,17300,31200,14,9,No,Night,No,30.6,-3,11.18,33,5,1
365,2012,1,Thursday,2012-08-02,22:00:00,Al-Fateh,Al-Nassr,1,1,3925,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,3100000,1,1,No,Night,Yes,36,17,32.57,NA,0,1
366,2012,1,Thursday,2012-08-02,22:00:00,Al-Ettifaq,Al-Wehda,1,1,732,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,226600,1,1,No,Night,Yes,34,26,63.14,NA,0,1
367,2012,1,Thursday,2012-08-02,22:15:00,Al-Shabab,Najran,4,0,1531,King Fahad International Stadium,46.839236,24.788206,67000,414900,31200,1,1,No,Night,Yes,38,3,11.44,NA,0,1
368,2012,1,Thursday,2012-08-02,22:20:00,Al-Raed,Al-Ittihad,2,2,5202,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,4000000,1,1,No,Night,Yes,38,13,22.58,NA,0,1
369,2012,1,Thursday,2012-08-02,22:30:00,Al-Ahli,Al-Shoulla,5,0,11344,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,20600,1,1,No,Night,Yes,34.2,24,55.42,NA,0,1
370,2012,1,Friday,2012-08-03,22:00:00,Hajer,Al-Hilal,2,2,4737,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,9600000,1,1,No,Night,Yes,44,3,8.32,NA,0,1
371,2012,1,Friday,2012-08-03,22:20:00,Al-Taawoun,Al-Faisaly,2,0,1279,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,103900,1,1,No,Night,Yes,40,14,21.64,NA,0,1
372,2012,2,Monday,2012-08-06,22:15:00,Al-Nassr,Al-Raed,4,0,3633,King Fahad International Stadium,46.839236,24.788206,67000,3100000,149200,10,6,No,Night,No,36,3,12.76,NA,4,1
373,2012,2,Monday,2012-08-06,22:20:00,Al-Ittihad,Al-Ettifaq,3,0,14600,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,226500,5,8,No,Night,No,32.6,24,60.62,NA,3,1
374,2012,2,Monday,2012-08-06,22:30:00,Al-Wehda,Al-Shoulla,2,3,743,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,20600,11,14,No,Night,No,35,17,34.42,NA,3,1
375,2012,2,Tuesday,2012-08-07,22:15:00,Najran,Hajer,2,2,1321,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,21900,13,7,No,Night,No,33,3,15.08,NA,6,1
376,2012,2,Tuesday,2012-08-07,22:15:00,Al-Hilal,Al-Fateh,1,2,7435,King Fahad International Stadium,46.839236,24.788206,67000,9600000,161100,4,9,No,Night,No,36.3,2,11.69,NA,5,1
377,2012,2,Tuesday,2012-08-07,22:15:00,Al-Faisaly,Al-Shabab,1,3,1238,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,414900,12,2,No,Night,No,38,15,25.7,NA,10,1
378,2012,3,Thursday,2012-08-23,20:40:00,Najran,Al-Hilal,0,6,3500,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,9600000,13,9,No,Night,Yes,33,-1,11.31,1321,4,1
379,2012,3,Thursday,2012-08-23,20:40:00,Al-Shoulla,Al-Fateh,2,3,160,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,161100,7,5,No,Night,Yes,33,0,12.16,NA,2,1
380,2012,3,Thursday,2012-08-23,20:40:00,Al-Raed,Al-Faisaly,1,0,2270,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,103900,12,14,No,Night,Yes,38,10,18.52,5202,2,1
381,2012,3,Thursday,2012-08-23,20:40:00,Al-Nassr,Al-Ittihad,0,1,9660,King Fahad International Stadium,46.839236,24.788206,67000,3100000,4000000,3,4,No,Night,Yes,34.7,0.9,11.8,3633,1,1
382,2012,3,Thursday,2012-08-23,20:40:00,Al-Ettifaq,Al-Taawoun,2,0,531,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,208700,11,3,No,Night,Yes,35,4,14.47,732,8,1
383,2012,3,Friday,2012-08-24,20:40:00,Hajer,Al-Wehda,2,0,265,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,226600,8,10,No,Night,Yes,34,17,36.39,4737,2,1
384,2012,3,Friday,2012-08-24,20:40:00,Al-Shabab,Al-Ahli,2,2,5245,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,2000000,1,1,No,Night,Yes,34,-3,9.22,1531,0,1
385,2012,4,Monday,2012-08-27,20:40:00,Al-Taawoun,Al-Nassr,1,2,5340,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,3100000,2,8,No,Night,No,36,9,19.31,1279,6,1
386,2012,4,Monday,2012-08-27,20:40:00,Al-Shoulla,Najran,1,5,77,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,31200,11,13,No,Night,No,36,13,25.18,160,2,1
387,2012,4,Monday,2012-08-27,20:40:00,Al-Ittihad,Al-Faisaly,2,2,13171,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,103900,2,14,No,Night,No,33,18,41,14600,12,1
388,2012,4,Monday,2012-08-27,20:40:00,Al-Hilal,Al-Ettifaq,1,1,7385,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,226500,6,9,No,Night,No,35.9,8.1,18.27,7435,3,1
389,2012,4,Tuesday,2012-08-28,20:40:00,Al-Fateh,Al-Raed,2,1,856,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,149200,3,10,No,Night,No,35,13,26.61,3925,7,1
390,2012,4,Tuesday,2012-08-28,20:40:00,Al-Wehda,Al-Shabab,2,5,2000,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,414900,12,1,No,Night,No,34,15,32.03,743,11,1
391,2012,4,Tuesday,2012-08-28,20:40:00,Al-Ahli,Hajer,0,0,10590,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,21900,6,5,No,Night,No,32.6,20,47.5,11344,1,1
392,2012,5,Saturday,2012-09-01,20:35:00,Al-Nassr,Al-Hilal,1,3,14162,King Fahad International Stadium,46.839236,24.788206,67000,3100000,9600000,4,7,No,Night,Yes,35,5,15.51,9660,3,1
393,2012,5,Saturday,2012-09-01,20:35:00,Al-Faisaly,Al-Shoulla,0,2,1050,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,20600,13,12,No,Night,Yes,38,10,18.52,1238,1,1
394,2012,5,Sunday,2012-09-02,20:35:00,Najran,Al-Ettifaq,1,0,302,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,226500,13,9,No,Night,No,31,0,13.62,3500,4,1
395,2012,5,Sunday,2012-09-02,20:35:00,Hajer,Al-Ittihad,0,2,4142,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,4000000,5,3,No,Night,No,33,9,22.82,265,2,1
396,2012,5,Sunday,2012-09-02,20:35:00,Al-Shabab,Al-Fateh,2,4,1832,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,161100,1,2,No,Night,No,34.6,4.8,15.64,5245,1,1
397,2012,5,Sunday,2012-09-02,20:35:00,Al-Raed,Al-Taawoun,1,0,7973,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,208700,10,4,No,Night,No,35,9,20.41,2270,6,1
398,2012,5,Sunday,2012-09-02,20:35:00,Al-Ahli,Al-Wehda,2,1,6743,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,226600,7,14,No,Night,No,31,25,70.48,10590,7,1
399,2012,6,Friday,2012-09-14,20:25:00,Al-Taawoun,Al-Fateh,0,1,705,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,161100,6,1,No,Night,Yes,35,7,17.81,5340,5,1
400,2012,6,Friday,2012-09-14,20:25:00,Al-Shoulla,Al-Hilal,1,3,3455,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,20600,9600000,11,4,No,Night,Yes,32,-2,11.12,77,7,1
401,2012,6,Friday,2012-09-14,20:25:00,Al-Ettifaq,Al-Faisaly,1,1,417,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,103900,12,14,No,Night,Yes,31,6,20.82,531,2,1
402,2012,6,Saturday,2012-09-15,20:25:00,Al-Raed,Al-Shabab,0,1,4309,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,414900,7,3,No,Night,Yes,34,8,20.16,7973,4,1
403,2012,6,Saturday,2012-09-15,20:25:00,Al-Nassr,Hajer,1,0,1383,King Fahad International Stadium,46.839236,24.788206,67000,3100000,21900,6,9,No,Night,Yes,35,1,11.69,14162,3,1
404,2012,6,Saturday,2012-09-15,20:25:00,Al-Wehda,Najran,1,2,350,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,31200,13,8,No,Night,Yes,33,17,38.49,2000,5,1
405,2012,7,Friday,2012-09-21,20:15:00,Hajer,Al-Raed,1,2,643,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,149200,9,8,No,Night,Yes,31,24,66.38,4142,1,1
406,2012,7,Friday,2012-09-21,20:15:00,Al-Shoulla,Al-Taawoun,1,0,374,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,208700,12,10,No,Night,Yes,31.5,1.5,14.75,3455,2,1
407,2012,7,Saturday,2012-09-22,20:15:00,Al-Fateh,Najran,4,2,4247,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,31200,1,7,No,Night,Yes,32,3,15.95,856,6,1
408,2012,7,Monday,2012-09-24,20:15:00,Al-Ittihad,Al-Wehda,1,0,6702,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,226600,2,14,No,Night,No,31.4,28,82.22,13171,12,1
409,2012,7,Monday,2012-09-24,20:15:00,Al-Hilal,Al-Shabab,3,0,4052,King Fahad International Stadium,46.839236,24.788206,67000,9600000,414900,3,2,No,Night,No,31,0,13.62,7385,1,1
410,2012,7,Monday,2012-09-24,20:15:00,Al-Faisaly,Al-Ahli,0,3,745,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,2000000,13,8,No,Night,No,33,8,21.32,1050,5,1
411,2012,8,Friday,2012-09-28,20:10:00,Najran,Al-Taawoun,1,1,360,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,208700,8,11,No,Night,Yes,24,-2,17.72,302,3,1
412,2012,8,Friday,2012-09-28,20:10:00,Hajer,Al-Faisaly,3,3,388,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,103900,10,13,No,Night,Yes,30,20,55.08,643,3,1
413,2012,8,Friday,2012-09-28,20:10:00,Al-Shabab,Al-Shoulla,2,1,1120,King Fahad International Stadium,46.839236,24.788206,67000,414900,20600,5,9,No,Night,Yes,30,0,14.42,1832,4,1
414,2012,8,Friday,2012-09-28,20:10:00,Al-Hilal,Al-Raed,6,0,3570,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,149200,2,7,No,Night,Yes,29.5,3.9,19.6,4052,5,1
415,2012,8,Saturday,2012-09-29,20:10:00,Al-Nassr,Al-Wehda,3,1,1612,King Fahad International Stadium,46.839236,24.788206,67000,3100000,226600,6,14,No,Night,Yes,29.8,2.2,17.09,1383,8,1
