Index,Season,Week,Day,Date,Time,Home,Away,ScoreH,ScoreA,Attendance,Venue,Longitude,Latitude,Capacity,H_Followers,A_Followers,Rank_H,Rank_A,Families,Period,Weekend,TemperatureC,DewPoint,RH,LaggedAttendance,RankDiff,GameImp
975,2015,11,Wednesday,2015-12-09,18:20:00,Najran,Al-Faisaly,0,1,150,King Abdullah International Reserve Stadium,39.16417,21.76322,500,31200,103900,13,9,No,Night,No,26.4,15,49.54,218,4,1
976,2015,11,Wednesday,2015-12-09,20:00:00,Al-Taawoun,Al-Raed,2,0,4999,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,149200,3,10,No,Night,No,10,3,61.78,3205,7,1
977,2015,11,Thursday,2015-12-10,17:30:00,Al-Khaleej,Al-Nassr,1,1,2288,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,78100,3100000,7,6,No,Night,Yes,13,5,58.3,3472,1,1
978,2015,11,Thursday,2015-12-10,20:00:00,Al-Ittihad,Hajer,5,0,11530,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,21900,4,14,No,Night,Yes,25.8,18,62.12,22354,10,1
979,2015,11,Thursday,2015-12-10,20:15:00,Al-Hilal,Al-Ahli,1,2,26653,King Fahad International Stadium,46.839236,24.788206,67000,9600000,2000000,1,2,No,Night,Yes,11.9,-4,32.71,9079,1,1
980,2015,11,Friday,2015-12-11,17:30:00,Al-Qadisiyah,Al-Fateh,2,1,445,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,161100,11,7,No,Night,Yes,15,9,67.36,272,4,1
981,2015,11,Friday,2015-12-11,20:00:00,Al-Wehda,Al-Shabab,2,1,1375,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,414900,13,5,No,Night,Yes,24,15,57.15,922,8,1
982,2015,12,Monday,2015-12-14,17:30:00,Hajer,Al-Hilal,1,5,6774,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,9600000,14,1,No,Night,No,18,7,48.58,706,13,1
983,2015,12,Monday,2015-12-14,17:45:00,Al-Shabab,Al-Faisaly,0,1,493,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,103900,6,9,No,Night,No,18,4,39.46,14850,3,1
984,2015,12,Monday,2015-12-14,20:00:00,Al-Nassr,Al-Ittihad,3,0,13728,King Fahad International Stadium,46.839236,24.788206,67000,3100000,4000000,8,3,No,Night,No,18,3,36.77,3686,5,1
985,2015,12,Monday,2015-12-14,20:00:00,Al-Ahli,Al-Raed,3,1,14974,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,149200,2,10,No,Night,No,21.8,11,50.28,29592,8,1
986,2015,12,Tuesday,2015-12-15,17:30:00,Al-Khaleej,Al-Qadisiyah,0,0,413,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,78100,91700,6,12,No,Night,No,13,3,50.66,2288,6,1
987,2015,12,Tuesday,2015-12-15,17:55:00,Al-Taawoun,Al-Wehda,4,2,7219,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,226600,4,11,No,Night,No,16,8,59.04,4999,7,1
988,2015,12,Tuesday,2015-12-15,20:00:00,Najran,Al-Fateh,1,3,202,King Abdullah International Reserve Stadium,39.16417,21.76322,500,31200,161100,13,5,No,Night,No,23.4,12,48.74,150,8,1
989,2015,13,Saturday,2015-12-19,17:30:00,Al-Qadisiyah,Hajer,1,1,321,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,21900,12,14,No,Night,Yes,16,8,59.04,445,2,1
990,2015,13,Saturday,2015-12-19,17:50:00,Al-Faisaly,Al-Hilal,0,1,1750,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,9600000,9,2,No,Night,Yes,16,9,63.17,204,7,1
991,2015,13,Saturday,2015-12-19,20:15:00,Al-Shabab,Al-Nassr,1,0,7871,King Fahad International Stadium,46.839236,24.788206,67000,414900,3100000,8,7,No,Night,Yes,17.9,2.5,35.72,493,1,1
992,2015,13,Sunday,2015-12-20,15:15:00,Al-Raed,Najran,2,3,2892,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,31200,11,13,No,Daytime,No,20,12,60,8439,2,1
993,2015,13,Sunday,2015-12-20,17:30:00,Al-Fateh,Al-Ahli,0,2,4625,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,2000000,5,1,No,Night,No,18,12,67.97,2137,4,1
994,2015,13,Sunday,2015-12-20,20:15:00,Al-Wehda,Al-Khaleej,0,0,446,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,78100,10,7,No,Night,No,23,14,56.91,1375,3,1
995,2015,13,Sunday,2015-12-20,20:15:00,Al-Ittihad,Al-Taawoun,4,1,12290,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,208700,3,4,No,Night,No,22.5,12,51.47,11530,1,1
996,2015,7,Thursday,2015-12-24,20:00:00,Al-Ahli,Al-Qadisiyah,2,0,16413,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,91700,1,11,No,Night,Yes,22.4,12,51.79,14974,10,1
997,2015,7,Thursday,2015-12-24,20:00:00,Al-Nassr,Al-Hilal,1,2,21716,King Fahad International Stadium,46.839236,24.788206,67000,3100000,9600000,6,2,No,Night,Yes,15.4,11,75.05,13728,4,1
998,2015,7,Friday,2015-12-25,15:15:00,Al-Faisaly,Al-Fateh,1,2,205,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,161100,8,5,No,Daytime,Yes,12,9,81.88,1750,3,1
999,2015,7,Friday,2015-12-25,17:35:00,Hajer,Al-Raed,1,2,220,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,149200,14,12,No,Night,Yes,12,10,87.57,6774,2,1
1000,2015,7,Friday,2015-12-25,20:00:00,Al-Wehda,Al-Ittihad,0,2,8937,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,4000000,10,4,No,Night,Yes,22,9,43.45,446,6,1
1001,2015,7,Friday,2015-12-25,20:00:00,Al-Shabab,Al-Taawoun,0,1,574,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,208700,9,3,No,Night,Yes,9.8,7.8,87.36,7871,6,1
1002,2015,14,Wednesday,2016-01-27,18:00:00,Hajer,Al-Nassr,0,1,4100,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,3100000,14,8,No,Night,No,13,5,58.3,220,6,1
1003,2015,14,Wednesday,2016-01-27,20:30:00,Al-Wehda,Al-Hilal,1,3,10939,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,9600000,10,2,No,Night,No,18,11,63.62,8937,8,1
1004,2015,14,Thursday,2016-01-28,15:45:00,Al-Raed,Al-Shabab,0,1,2358,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,414900,12,6,No,Daytime,Yes,6,4,87,2892,6,1
1005,2015,14,Thursday,2016-01-28,18:15:00,Al-Faisaly,Al-Qadisiyah,1,0,152,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,91700,9,11,No,Night,Yes,5,0,70.1,205,2,1
1006,2015,14,Thursday,2016-01-28,20:30:00,Al-Ahli,Al-Taawoun,2,2,23989,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,208700,1,4,No,Night,Yes,19.6,7,43.96,16413,3,1
1007,2015,14,Friday,2016-01-29,18:00:00,Al-Fateh,Al-Khaleej,0,0,516,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,78100,5,7,No,Night,Yes,6,-12,26.18,4625,2,1
1008,2015,14,Friday,2016-01-29,20:30:00,Al-Ittihad,Najran,1,0,21225,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,31200,3,13,No,Night,Yes,21,9,46.19,12290,10,1
1009,2015,15,Thursday,2016-02-04,18:20:00,Al-Nassr,Al-Qadisiyah,0,0,2782,King Fahad International Stadium,46.839236,24.788206,67000,3100000,91700,6,11,No,Night,Yes,12.9,-1.5,36.87,21716,5,1
1010,2015,15,Thursday,2016-02-04,20:30:00,Al-Ittihad,Al-Raed,6,2,16029,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,149200,3,12,No,Night,Yes,27,18,57.87,21225,9,1
1011,2015,15,Friday,2016-02-05,18:20:00,Al-Hilal,Al-Fateh,3,3,11104,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,161100,1,7,No,Night,Yes,12.2,-4.3,31.35,26653,6,1
1012,2015,15,Friday,2016-02-05,20:30:00,Al-Ahli,Al-Khaleej,1,1,16282,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,78100,2,8,No,Night,Yes,26,22,78.64,23989,6,1
1013,2015,15,Saturday,2016-02-06,15:55:00,Al-Taawoun,Al-Faisaly,3,1,5666,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,103900,4,9,No,Daytime,Yes,24,9,38.49,7219,5,1
1014,2015,15,Saturday,2016-02-06,18:20:00,Al-Shabab,Hajer,3,1,491,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,21900,5,14,No,Night,Yes,14.4,-7,22.12,574,9,1
1015,2015,15,Saturday,2016-02-06,18:50:00,Najran,Al-Wehda,2,2,355,King Abdullah International Reserve Stadium,39.16417,21.76322,500,31200,226600,13,10,No,Night,Yes,25,21,78.5,202,3,1
1016,2015,16,Wednesday,2016-02-10,18:10:00,Al-Khaleej,Al-Shabab,1,2,473,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,78100,414900,8,5,No,Night,No,12,6,66.72,413,3,1
1017,2015,16,Wednesday,2016-02-10,20:40:00,Al-Wehda,Al-Ahli,0,1,5720,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,2000000,10,2,No,Night,No,21,18,82.99,10939,8,1
1018,2015,16,Thursday,2016-02-11,18:10:00,Al-Qadisiyah,Al-Taawoun,1,2,335,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,208700,11,4,No,Night,Yes,15,8,62.95,321,7,1
1019,2015,16,Thursday,2016-02-11,18:35:00,Al-Raed,Al-Hilal,0,1,12324,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,9600000,12,1,No,Night,Yes,16,5,48.03,2358,11,1
1020,2015,16,Thursday,2016-02-11,20:40:00,Najran,Al-Nassr,4,3,6421,King Abdullah International Stadium,39.16417,21.76322,60000,31200,3100000,13,6,No,Night,Yes,23,12,49.93,355,7,1
1021,2015,16,Friday,2016-02-12,18:10:00,Hajer,Al-Fateh,1,0,2225,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,161100,14,7,No,Night,Yes,10,-2,43.05,4100,7,1
1022,2015,16,Saturday,2016-02-13,18:30:00,Al-Faisaly,Al-Ittihad,1,3,1020,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,4000000,9,3,No,Night,Yes,11,-2,40.28,152,6,1
1023,2015,17,Monday,2016-02-15,18:40:00,Al-Taawoun,Al-Hilal,1,0,12507,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,9600000,4,1,No,Night,No,27,3,21.28,5666,3,1
1024,2015,17,Monday,2016-02-15,20:40:00,Al-Nassr,Al-Ahli,1,1,6763,King Fahad International Stadium,46.839236,24.788206,67000,3100000,2000000,6,2,No,Night,No,16.4,-2.4,27.53,2782,4,1
1025,2015,17,Thursday,2016-02-18,18:30:00,Al-Shabab,Najran,3,2,687,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,31200,5,12,No,Night,Yes,16,-3.1,26.81,491,7,1
1026,2015,17,Thursday,2016-02-18,20:40:00,Al-Ittihad,Al-Qadisiyah,1,1,34044,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,91700,3,11,No,Night,Yes,28.3,3.8,20.87,16029,8,1
1027,2015,17,Saturday,2016-02-20,18:15:00,Al-Khaleej,Hajer,0,1,375,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,78100,21900,8,14,No,Night,Yes,20,4,34.83,473,6,1
1028,2015,17,Saturday,2016-02-20,18:15:00,Al-Fateh,Al-Raed,1,0,541,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,149200,7,13,No,Night,Yes,17,-3,25.35,516,6,1
1029,2015,17,Saturday,2016-02-20,20:40:00,Al-Faisaly,Al-Wehda,2,1,220,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,226600,9,10,No,Night,Yes,18,-6,18.99,1020,1,1
1030,2015,18,Thursday,2016-02-25,18:30:00,Al-Shabab,Al-Fateh,1,0,810,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,161100,5,6,No,Night,Yes,18.1,2,34.04,687,1,1
1031,2015,18,Thursday,2016-02-25,18:40:00,Al-Taawoun,Al-Khaleej,2,3,3981,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,78100,4,9,No,Night,Yes,21,9,46.19,12507,5,1
1032,2015,18,Friday,2016-02-26,18:20:00,Hajer,Al-Faisaly,0,1,1026,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,103900,14,8,No,Night,Yes,19,6,42.6,2225,6,1
1033,2015,18,Friday,2016-02-26,18:40:00,Al-Raed,Al-Qadisiyah,2,1,2474,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,91700,13,11,No,Night,Yes,28,14,42.28,12324,2,1
1034,2015,18,Friday,2016-02-26,20:40:00,Al-Nassr,Al-Wehda,1,1,3096,King Fahad International Stadium,46.839236,24.788206,67000,3100000,226600,7,10,No,Night,Yes,19.5,9.7,53.12,6763,3,1
1035,2015,18,Saturday,2016-02-27,20:20:00,Al-Ahli,Najran,1,2,7144,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,31200,2,12,No,Night,Yes,25.8,19,66.13,16282,10,1
1036,2015,18,Saturday,2016-02-27,20:45:00,Al-Hilal,Al-Ittihad,0,1,17020,King Fahad International Stadium,46.839236,24.788206,67000,9600000,4000000,1,3,No,Night,Yes,22.2,11,49.07,11104,2,1
1037,2015,19,Friday,2016-03-04,18:25:00,Al-Khaleej,Al-Raed,1,0,507,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,78100,149200,9,12,No,Night,Yes,21,14,64.29,375,3,1
1038,2015,19,Friday,2016-03-04,20:45:00,Al-Wehda,Hajer,1,0,1056,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,21900,11,14,No,Night,Yes,29,23,70.11,5720,3,1
1039,2015,19,Friday,2016-03-04,20:45:00,Najran,Al-Taawoun,1,1,293,King Abdullah International Reserve Stadium,39.16417,21.76322,500,31200,208700,10,4,No,Night,Yes,26,21,73.97,6421,6,1
1040,2015,19,Saturday,2016-03-05,18:45:00,Al-Faisaly,Al-Nassr,2,2,1000,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,3100000,6,7,No,Night,Yes,22,13,56.66,220,1,1
1041,2015,19,Saturday,2016-03-05,20:45:00,Al-Ittihad,Al-Fateh,0,0,14184,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,161100,3,8,No,Night,Yes,25,19,69.36,34044,5,1
1042,2015,19,Sunday,2016-03-06,18:25:00,Al-Qadisiyah,Al-Hilal,0,0,12050,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,91700,9600000,13,1,No,Night,No,22,13,56.66,335,12,1
1043,2015,19,Sunday,2016-03-06,20:45:00,Al-Ahli,Al-Shabab,3,1,24101,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,414900,2,5,No,Night,No,24.8,18,65.93,7144,3,1
1044,2015,20,Thursday,2016-03-10,20:30:00,Al-Hilal,Al-Nassr,2,0,21824,King Fahad International Stadium,46.839236,24.788206,67000,9600000,3100000,2,8,No,Night,Yes,22,8.8,42.86,17020,6,1
1045,2015,20,Friday,2016-03-11,18:25:00,Al-Qadisiyah,Al-Ahli,0,2,4017,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,91700,2000000,12,1,No,Night,Yes,23,14,56.91,12050,11,1
1046,2015,20,Friday,2016-03-11,19:10:00,Najran,Al-Khaleej,2,3,91,King Abdullah International Reserve Stadium,39.16417,21.76322,500,31200,78100,11,6,No,Night,Yes,28,22,69.92,293,5,1
1047,2015,20,Friday,2016-03-11,20:45:00,Al-Taawoun,Al-Shabab,4,0,7001,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,414900,4,5,No,Night,Yes,32,11,27.6,3981,1,1
1048,2015,20,Saturday,2016-03-12,18:25:00,Al-Fateh,Al-Faisaly,2,1,632,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,103900,9,7,No,Night,Yes,22,11,49.67,541,2,1
1049,2015,20,Saturday,2016-03-12,18:50:00,Al-Raed,Hajer,2,1,1474,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,21900,13,14,No,Night,Yes,27,12,39.34,2474,1,1
1050,2015,20,Saturday,2016-03-12,20:45:00,Al-Ittihad,Al-Wehda,0,2,21556,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,226600,3,10,No,Night,Yes,30,19,51.76,14184,7,1
1051,2015,21,Friday,2016-04-01,19:00:00,Al-Raed,Al-Faisaly,5,0,3485,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,103900,12,8,No,Night,Yes,23,3,27.01,1474,4,1
1052,2015,21,Friday,2016-04-01,21:00:00,Al-Nassr,Al-Taawoun,3,2,2633,King Fahad International Stadium,46.839236,24.788206,67000,3100000,208700,9,4,No,Night,Yes,17.5,0.8,32.43,3096,5,1
1053,2015,21,Friday,2016-04-01,21:00:00,Al-Wehda,Al-Fateh,1,3,802,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,161100,10,7,No,Night,Yes,26,20,69.55,1056,3,1
1054,2015,21,Saturday,2016-04-02,18:35:00,Al-Khaleej,Al-Hilal,0,3,6714,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,78100,9600000,6,2,No,Night,Yes,18,7,48.58,507,4,1
1055,2015,21,Saturday,2016-04-02,21:00:00,Al-Ahli,Al-Ittihad,4,2,31035,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,4000000,1,3,No,Night,Yes,29.4,18,50.33,24101,2,1
1056,2015,21,Sunday,2016-04-03,18:35:00,Hajer,Najran,1,2,281,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,31200,14,11,No,Night,No,20,-1,24.34,1026,3,1
1057,2015,21,Sunday,2016-04-03,21:00:00,Al-Shabab,Al-Qadisiyah,0,2,392,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,91700,5,13,No,Night,No,20.8,-2.3,21.06,810,8,1
1058,2015,22,Thursday,2016-04-07,21:00:00,Al-Wehda,Al-Raed,3,1,759,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,149200,10,12,No,Night,Yes,30,23,66.18,802,2,1
1059,2015,22,Friday,2016-04-08,18:40:00,Al-Qadisiyah,Najran,4,2,1200,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,31200,13,11,No,Night,Yes,24,11,44.01,4017,2,1
1060,2015,22,Friday,2016-04-08,21:00:00,Al-Taawoun,Hajer,4,0,6734,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,21900,4,14,No,Night,Yes,32,13,31.48,7001,10,1
1061,2015,22,Saturday,2016-04-09,18:40:00,Al-Fateh,Al-Nassr,2,1,1614,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,3100000,6,8,No,Night,Yes,25,12,44.28,632,2,1
1062,2015,22,Saturday,2016-04-09,18:55:00,Al-Faisaly,Al-Ahli,1,2,915,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,2000000,9,1,No,Night,Yes,25,6,29.55,1000,8,1
1063,2015,22,Saturday,2016-04-09,21:00:00,Al-Hilal,Al-Shabab,1,1,5175,King Fahad International Stadium,46.839236,24.788206,67000,9600000,414900,2,5,No,Night,Yes,26.1,5.6,26.92,21824,3,1
1064,2015,22,Saturday,2016-04-09,21:00:00,Al-Ittihad,Al-Khaleej,4,1,1787,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,78100,3,7,No,Night,Yes,28.6,19,56.12,21556,4,1
1065,2015,23,Friday,2016-04-15,18:55:00,Al-Nassr,Al-Raed,1,2,1838,King Fahad International Stadium,46.839236,24.788206,67000,3100000,149200,8,13,No,Night,Yes,22.6,5.8,33.67,2633,5,1
1066,2015,23,Friday,2016-04-15,21:10:00,Najran,Al-Hilal,2,3,18777,King Abdullah International Stadium,39.16417,21.76322,60000,31200,9600000,12,2,No,Night,Yes,25.8,17,58.32,91,10,1
1067,2015,23,Saturday,2016-04-16,18:45:00,Hajer,Al-Ahli,0,1,3113,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,2000000,14,1,No,Night,Yes,23,8,38.21,281,13,1
1068,2015,23,Saturday,2016-04-16,18:45:00,Al-Khaleej,Al-Faisaly,2,1,180,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,78100,103900,7,9,No,Night,Yes,22,11,49.67,6714,2,1
1069,2015,23,Saturday,2016-04-16,21:10:00,Al-Shabab,Al-Ittihad,1,2,2662,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,4000000,5,3,No,Night,Yes,23.8,2.1,24.15,392,2,1
1070,2015,23,Sunday,2016-04-17,18:45:00,Al-Qadisiyah,Al-Wehda,1,1,822,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,226600,11,10,No,Night,No,22,11,49.67,1200,1,1
1071,2015,23,Sunday,2016-04-17,21:00:00,Al-Taawoun,Al-Fateh,1,2,6999,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,161100,4,6,No,Night,No,30,8,25.29,6734,2,1
1072,2015,24,Friday,2016-04-22,18:55:00,Al-Shabab,Al-Wehda,1,1,411,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,226600,6,10,No,Night,Yes,28.1,7.7,27.66,2662,4,1
1073,2015,24,Friday,2016-04-22,19:00:00,Al-Faisaly,Najran,2,2,96,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,31200,9,13,No,Night,Yes,26,10,36.54,915,4,1
1074,2015,24,Friday,2016-04-22,21:10:00,Al-Raed,Al-Taawoun,1,1,7154,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,208700,11,4,No,Night,Yes,32,13,31.48,3485,7,1
1075,2015,24,Saturday,2016-04-23,19:00:00,Al-Nassr,Al-Khaleej,1,1,1074,King Fahad International Stadium,46.839236,24.788206,67000,3100000,78100,8,7,No,Night,Yes,28.6,7.8,27.05,1838,1,1
1076,2015,24,Sunday,2016-04-24,18:45:00,Hajer,Al-Ittihad,0,5,2143,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,4000000,14,3,No,Night,No,26,8,31.93,3113,11,1
1077,2015,24,Sunday,2016-04-24,21:15:00,Al-Ahli,Al-Hilal,3,1,56293,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,9600000,1,2,No,Night,No,32.6,17,39.37,31035,1,1
1078,2015,24,Monday,2016-04-25,18:45:00,Al-Fateh,Al-Qadisiyah,2,2,699,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,91700,5,12,No,Night,No,28,3,20.07,1614,7,1
1079,2015,25,Sunday,2016-05-08,21:00:00,Al-Ittihad,Al-Nassr,0,5,3970,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,3100000,3,8,No,Night,No,30,17,45.64,1787,5,1
1080,2015,25,Sunday,2016-05-08,21:00:00,Al-Fateh,Najran,3,1,282,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,31200,5,13,No,Night,No,35,9,20.41,699,8,1
1081,2015,25,Sunday,2016-05-08,21:00:00,Al-Qadisiyah,Al-Khaleej,2,0,573,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,78100,12,7,No,Night,No,34,12,26.35,822,5,1
1082,2015,25,Sunday,2016-05-08,21:00:00,Al-Faisaly,Al-Shabab,0,0,63,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,414900,9,6,No,Night,No,32,12,29.48,96,3,1
1083,2015,25,Sunday,2016-05-08,21:00:00,Al-Raed,Al-Ahli,2,5,6449,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,2000000,11,1,No,Night,No,37,13,23.84,7154,10,3
1084,2015,25,Sunday,2016-05-08,21:00:00,Al-Wehda,Al-Taawoun,2,1,310,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,208700,10,4,No,Night,No,32,21,52.27,759,6,1
1085,2015,25,Sunday,2016-05-08,21:00:00,Al-Hilal,Hajer,4,1,2371,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,21900,2,14,No,Night,No,33.6,7.8,20.34,5175,12,1
1086,2015,26,Thursday,2016-05-12,19:10:00,Al-Hilal,Al-Faisaly,0,0,2743,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,103900,2,9,No,Night,Yes,33.9,5.4,16.96,2371,7,1
1087,2015,26,Friday,2016-05-13,21:00:00,Al-Ahli,Al-Fateh,3,2,60051,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,161100,1,5,No,Night,Yes,31.2,21,54.69,56293,4,3
1088,2015,26,Friday,2016-05-13,21:00:00,Al-Taawoun,Al-Ittihad,2,1,1274,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,4000000,4,3,No,Night,Yes,37,8,17.08,6999,1,1
1089,2015,26,Friday,2016-05-13,21:00:00,Al-Nassr,Al-Shabab,1,2,1946,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,414900,8,6,No,Night,Yes,32.9,0.6,12.77,1074,2,1
1090,2015,26,Saturday,2016-05-14,18:55:00,Al-Khaleej,Al-Wehda,1,4,93,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,78100,226600,7,10,No,Night,Yes,31,4,18.12,180,3,1
1091,2015,26,Saturday,2016-05-14,20:45:00,Najran,Al-Raed,3,3,409,King Abdullah International Stadium,39.16417,21.76322,60000,31200,149200,13,12,No,Night,Yes,31.6,23,60.4,18777,1,1
1092,2015,26,Saturday,2016-05-14,20:45:00,Hajer,Al-Qadisiyah,0,2,106,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,91700,14,11,No,Night,Yes,29,1,16.42,2143,3,1
1093,2016,1,Thursday,2016-08-11,19:10:00,Al-Shabab,Al-Qadisiyah,0,0,1406,King Fahad International Stadium,46.839236,24.788206,67000,414900,91700,1,1,No,Night,Yes,36.8,0.5,10.21,NA,0,1
1094,2016,1,Thursday,2016-08-11,21:05:00,Al-Raed,Al-Ittihad,2,3,7017,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,4000000,1,1,No,Night,Yes,43,10,14.18,NA,0,1
1095,2016,1,Friday,2016-08-12,19:10:00,Al-Faisaly,Al-Khaleej,3,1,214,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,78100,1,1,No,Night,Yes,33,-3,9.76,NA,0,1
1096,2016,1,Friday,2016-08-12,21:05:00,Al-Wehda,Al-Taawoun,3,2,681,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,208700,1,1,No,Night,Yes,34,23,52.77,NA,0,1
