Index,Week,Day,Date,Time,Home,Away,ScoreH,ScoreA,Attendance,Venue,Longitude,Latitude,Capacity,H_Followers,A_Followers,Families,Period,Weekend,PosH,PosA
440,2,Saturday,2012-11-17,19:35:00,Al-Taawoun,Al-Ahli,2,1,1335,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,2000000,No,Night,Yes,10,4
441,8,Saturday,2012-11-17,19:35:00,Al-Fateh,Al-Ittihad,2,1,5760,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,4000000,No,Night,Yes,1,5
442,7,Saturday,2012-11-17,19:35:00,Al-Ettifaq,Al-Nassr,1,3,5186,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,3100000,No,Night,Yes,7,4
443,13,Wednesday,2012-11-21,19:35:00,Al-Hilal,Al-Ahli,4,1,12179,King Fahad International Stadium,46.839236,24.788206,67000,9600000,2000000,No,Night,No,2,3
444,13,Wednesday,2012-11-21,19:35:00,Al-Fateh,Al-Ettifaq,1,0,2587,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,226500,No,Night,No,1,5
445,13,Wednesday,2012-11-21,19:35:00,Al-Wehda,Al-Taawoun,1,1,250,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,208700,No,Night,No,14,10
446,13,Thursday,2012-11-22,19:35:00,Hajer,Al-Shabab,1,2,479,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,414900,No,Night,Yes,13,3
447,13,Thursday,2012-11-22,19:35:00,Al-Raed,Najran,1,1,1959,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,31200,No,Night,Yes,9,7
448,13,Thursday,2012-11-22,19:35:00,Al-Ittihad,Al-Shoulla,1,0,7398,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,20600,No,Night,Yes,6,11
449,13,Thursday,2012-11-22,19:35:00,Al-Faisaly,Al-Nassr,1,2,2167,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,3100000,No,Night,Yes,12,4
450,8,Monday,2012-11-26,19:35:00,Al-Ahli,Al-Ettifaq,0,2,5806,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,2000000,226500,No,Night,No,5,4
451,14,Thursday,2012-11-29,19:35:00,Najran,Al-Shabab,2,3,630,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,414900,No,Night,Yes,8,3
452,6,Friday,2012-11-30,19:45:00,Al-Ittihad,Al-Ahli,1,3,22993,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,2000000,No,Night,Yes,8,6
453,14,Tuesday,2012-12-04,19:35:00,Al-Shoulla,Al-Ahli,1,3,1500,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,2000000,No,Night,No,11,5
454,14,Tuesday,2012-12-04,19:35:00,Al-Ittihad,Al-Raed,2,2,2401,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,149200,No,Night,No,8,9
455,14,Tuesday,2012-12-04,19:35:00,Al-Hilal,Hajer,2,0,2800,King Fahad International Stadium,46.839236,24.788206,67000,9600000,21900,No,Night,No,2,13
456,14,Thursday,2012-12-06,15:10:00,Al-Faisaly,Al-Taawoun,2,1,1181,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,208700,No,Daytime,Yes,12,10
457,14,Thursday,2012-12-06,19:35:00,Al-Wehda,Al-Ettifaq,0,3,230,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,226500,No,Night,Yes,14,5
458,10,Saturday,2012-12-08,19:35:00,Al-Raed,Al-Ahli,1,1,2416,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,2000000,No,Night,Yes,9,7
459,14,Sunday,2012-12-09,19:35:00,Al-Nassr,Al-Fateh,0,0,3286,King Fahad International Stadium,46.839236,24.788206,67000,3100000,161100,No,Night,No,5,1
460,10,Sunday,2012-12-09,19:35:00,Al-Ittihad,Al-Hilal,1,2,25026,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,9600000,No,Night,No,7,2
461,15,Wednesday,2012-12-12,19:35:00,Hajer,Najran,1,0,527,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,31200,No,Night,No,13,8
462,15,Wednesday,2012-12-12,19:35:00,Al-Raed,Al-Nassr,0,2,7266,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,3100000,No,Night,No,9,4
463,15,Thursday,2012-12-13,15:10:00,Al-Shoulla,Al-Wehda,1,0,154,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,226600,No,Daytime,Yes,12,14
464,15,Thursday,2012-12-13,15:10:00,Al-Shabab,Al-Faisaly,3,2,1148,King Fahad International Stadium,46.839236,24.788206,67000,414900,103900,No,Daytime,Yes,3,10
465,15,Thursday,2012-12-13,19:40:00,Al-Ahli,Al-Taawoun,1,1,4058,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,2000000,208700,No,Night,Yes,6,11
466,15,Friday,2012-12-14,14:55:00,Al-Fateh,Al-Hilal,2,1,8425,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,9600000,No,Daytime,Yes,1,1
467,15,Friday,2012-12-14,19:40:00,Al-Ettifaq,Al-Ittihad,0,0,7200,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,226500,4000000,No,Night,Yes,5,7
468,16,Thursday,2012-12-27,15:00:00,Al-Fateh,Al-Shoulla,2,1,1340,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,20600,No,Daytime,Yes,2,10
469,16,Thursday,2012-12-27,15:25:00,Al-Taawoun,Al-Ettifaq,1,1,408,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,226500,No,Daytime,Yes,11,5
470,16,Thursday,2012-12-27,19:45:00,Al-Ahli,Al-Shabab,1,0,4395,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,2000000,414900,No,Night,Yes,6,3
471,16,Friday,2012-12-28,15:15:00,Al-Hilal,Najran,3,1,3783,King Fahad International Stadium,46.839236,24.788206,67000,9600000,31200,No,Daytime,Yes,2,8
472,16,Friday,2012-12-28,15:20:00,Al-Faisaly,Al-Raed,2,2,859,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,149200,No,Daytime,Yes,12,9
473,16,Friday,2012-12-28,19:45:00,Al-Ittihad,Al-Nassr,1,1,9015,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,3100000,No,Night,Yes,7,4
474,16,Saturday,2012-12-29,19:45:00,Al-Wehda,Hajer,1,2,210,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,21900,No,Night,Yes,14,13
475,17,Monday,2013-01-21,20:00:00,Al-Raed,Al-Fateh,1,3,508,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,161100,No,Night,No,9,1
476,12,Monday,2013-01-21,20:00:00,Al-Ahli,Al-Nassr,2,1,8264,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,2000000,3100000,No,Night,No,6,4
477,17,Thursday,2013-01-24,15:20:00,Hajer,Al-Ahli,1,4,1476,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,2000000,No,Daytime,Yes,11,6
478,17,Thursday,2013-01-24,15:35:00,Al-Shabab,Al-Wehda,3,1,925,King Fahad International Stadium,46.839236,24.788206,67000,414900,226600,No,Daytime,Yes,3,14
479,17,Thursday,2013-01-24,15:55:00,Najran,Al-Shoulla,1,2,280,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,20600,No,Daytime,Yes,8,13
480,17,Friday,2013-01-25,15:35:00,Al-Nassr,Al-Taawoun,3,2,3059,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,208700,No,Daytime,Yes,4,10
481,17,Friday,2013-01-25,15:40:00,Al-Faisaly,Al-Ittihad,0,2,1080,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,4000000,No,Daytime,Yes,12,7
482,17,Friday,2013-01-25,19:55:00,Al-Ettifaq,Al-Hilal,2,2,9740,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,9600000,No,Night,Yes,6,2
483,11,Sunday,2013-01-27,20:05:00,Al-Ahli,Al-Fateh,3,3,6626,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,161100,No,Night,No,5,1
484,18,Wednesday,2013-01-30,20:05:00,Al-Shoulla,Al-Faisaly,1,1,60,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,103900,No,Night,No,10,12
485,18,Wednesday,2013-01-30,20:05:00,Al-Hilal,Al-Nassr,0,1,18437,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,3100000,No,Night,No,2,4
486,18,Wednesday,2013-01-30,20:05:00,Al-Ettifaq,Najran,2,2,292,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,31200,No,Night,No,6,8
487,18,Wednesday,2013-01-30,20:10:00,Al-Ittihad,Hajer,2,2,3575,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,21900,No,Night,No,7,13
488,18,Thursday,2013-01-31,15:25:00,Al-Fateh,Al-Shabab,1,2,8025,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,414900,No,Daytime,Yes,1,3
489,18,Thursday,2013-01-31,15:45:00,Al-Taawoun,Al-Raed,2,2,3165,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,149200,No,Daytime,Yes,11,9
490,18,Thursday,2013-01-31,20:10:00,Al-Wehda,Al-Ahli,1,3,3914,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,2000000,No,Night,Yes,14,5
491,19,Wednesday,2013-02-13,20:15:00,Najran,Al-Wehda,1,1,423,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,226600,No,Night,No,8,14
492,19,Wednesday,2013-02-13,20:15:00,Al-Shabab,Al-Raed,2,2,785,King Fahad International Stadium,46.839236,24.788206,67000,414900,149200,No,Night,No,3,9
493,19,Wednesday,2013-02-13,20:15:00,Al-Fateh,Al-Taawoun,2,1,4655,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,208700,No,Night,No,1,11
494,19,Wednesday,2013-02-13,20:15:00,Al-Faisaly,Al-Ettifaq,2,3,486,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,226500,No,Night,No,12,6
495,19,Thursday,2013-02-14,20:15:00,Al-Hilal,Al-Shoulla,4,2,2126,King Fahad International Stadium,46.839236,24.788206,67000,9600000,20600,No,Night,Yes,2,10
496,19,Thursday,2013-02-14,20:15:00,Al-Ahli,Al-Ittihad,1,1,28188,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,2000000,4000000,No,Night,Yes,5,7
497,20,Monday,2013-02-18,20:15:00,Al-Nassr,Al-Ettifaq,2,0,2866,King Fahad International Stadium,46.839236,24.788206,67000,3100000,226500,No,Night,No,4,6
498,20,Monday,2013-02-18,20:20:00,Al-Shabab,Al-Hilal,3,2,8635,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,9600000,No,Night,No,3,2
499,20,Wednesday,2013-02-20,20:20:00,Najran,Al-Fateh,0,2,1047,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,161100,No,Night,No,8,1
500,20,Wednesday,2013-02-20,20:20:00,Al-Taawoun,Al-Shoulla,1,1,1359,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,20600,No,Night,No,11,10
501,20,Wednesday,2013-02-20,20:20:00,Al-Ahli,Al-Faisaly,2,1,2072,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,103900,No,Night,No,5,12
502,20,Thursday,2013-02-21,20:20:00,Al-Raed,Hajer,3,2,2182,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,21900,No,Night,Yes,9,13
503,20,Thursday,2013-02-21,20:20:00,Al-Wehda,Al-Ittihad,2,1,3218,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,4000000,No,Night,Yes,14,7
504,21,Friday,2013-03-01,20:25:00,Al-Ittihad,Al-Fateh,0,2,4467,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,161100,No,Night,Yes,7,1
505,21,Saturday,2013-03-02,20:25:00,Al-Faisaly,Hajer,3,0,621,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,21900,No,Night,Yes,12,13
506,21,Sunday,2013-03-03,20:25:00,Al-Shoulla,Al-Shabab,1,1,470,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,414900,No,Night,No,10,3
507,21,Sunday,2013-03-03,20:25:00,Al-Raed,Al-Hilal,1,2,10311,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,9600000,No,Night,No,8,2
508,21,Sunday,2013-03-03,20:25:00,Al-Ettifaq,Al-Ahli,1,4,4472,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,2000000,No,Night,No,6,5
509,21,Sunday,2013-03-03,20:25:00,Al-Wehda,Al-Nassr,1,1,1671,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,3100000,No,Night,No,14,4
510,21,Monday,2013-03-04,20:25:00,Al-Taawoun,Najran,1,2,521,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,31200,No,Night,No,11,9
511,22,Thursday,2013-03-07,20:25:00,Al-Nassr,Al-Shabab,0,0,1970,King Fahad International Stadium,46.839236,24.788206,67000,3100000,414900,No,Night,Yes,4,3
512,22,Thursday,2013-03-07,20:25:00,Al-Fateh,Al-Faisaly,1,0,9133,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,103900,No,Night,Yes,1,11
513,22,Friday,2013-03-08,20:25:00,Hajer,Al-Ettifaq,2,3,514,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,226500,No,Night,Yes,13,6
514,22,Friday,2013-03-08,20:25:00,Al-Shoulla,Al-Raed,0,0,114,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,149200,No,Night,Yes,10,9
515,22,Friday,2013-03-08,20:25:00,Al-Hilal,Al-Wehda,2,0,1349,King Fahad International Stadium,46.839236,24.788206,67000,9600000,226600,No,Night,Yes,2,14
516,22,Friday,2013-03-08,20:25:00,Al-Ahli,Najran,5,1,1884,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,2000000,31200,No,Night,Yes,5,8
517,22,Saturday,2013-03-09,20:25:00,Al-Ittihad,Al-Taawoun,2,1,1627,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,208700,No,Night,Yes,7,12
518,23,Thursday,2013-03-28,20:35:00,Al-Ahli,Al-Raed,1,2,1904,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,2000000,149200,No,Night,Yes,4,9
519,23,Friday,2013-03-29,20:35:00,Najran,Al-Nassr,1,1,2376,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,3100000,No,Night,Yes,8,4
520,23,Friday,2013-03-29,20:35:00,Al-Shabab,Al-Taawoun,2,1,638,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,208700,No,Night,Yes,3,12
521,23,Friday,2013-03-29,20:35:00,Al-Hilal,Al-Ittihad,4,2,10352,King Fahad International Stadium,46.839236,24.788206,67000,9600000,4000000,No,Night,Yes,2,7
522,23,Friday,2013-03-29,20:35:00,Al-Ettifaq,Al-Shoulla,0,2,111,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,20600,No,Night,Yes,6,10
523,23,Friday,2013-03-29,20:35:00,Al-Wehda,Al-Faisaly,1,2,470,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,103900,No,Night,Yes,14,11
524,23,Saturday,2013-03-30,20:35:00,Hajer,Al-Fateh,1,2,5386,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,161100,No,Night,Yes,13,1
525,19,Saturday,2013-04-06,20:35:00,Hajer,Al-Nassr,0,1,1095,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,3100000,No,Night,Yes,13,5
526,24,Friday,2013-04-12,20:35:00,Al-Shoulla,Al-Nassr,1,2,1477,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,3100000,No,Night,Yes,10,4
527,24,Friday,2013-04-12,20:35:00,Al-Raed,Al-Wehda,1,1,1132,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,226600,No,Night,Yes,8,14
528,24,Saturday,2013-04-13,20:35:00,Al-Taawoun,Hajer,0,0,3275,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,21900,No,Night,Yes,12,13
529,24,Sunday,2013-04-14,20:35:00,Al-Shabab,Al-Ettifaq,3,1,838,King Fahad International Stadium,46.839236,24.788206,67000,414900,226500,No,Night,No,3,6
530,24,Sunday,2013-04-14,20:35:00,Al-Ittihad,Najran,2,0,1077,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,31200,No,Night,No,7,9
531,24,Sunday,2013-04-14,20:35:00,Al-Fateh,Al-Ahli,1,0,21037,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,2000000,No,Night,No,1,5
532,24,Sunday,2013-04-14,20:35:00,Al-Faisaly,Al-Hilal,0,1,2050,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,9600000,No,Night,No,11,2
533,25,Thursday,2013-04-18,16:50:00,Al-Wehda,Al-Fateh,2,1,120,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,161100,No,Daytime,Yes,14,1
534,25,Thursday,2013-04-18,20:40:00,Hajer,Al-Shoulla,0,4,117,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,20600,No,Night,Yes,13,10
535,25,Thursday,2013-04-18,20:40:00,Al-Raed,Al-Ettifaq,1,1,725,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,226500,No,Night,Yes,8,6
536,25,Thursday,2013-04-18,20:40:00,Al-Nassr,Al-Ahli,2,2,5612,King Fahad International Stadium,46.839236,24.788206,67000,3100000,2000000,No,Night,Yes,4,5
537,25,Thursday,2013-04-18,20:40:00,Al-Ittihad,Al-Shabab,1,2,3840,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,414900,No,Night,Yes,7,3
538,25,Thursday,2013-04-18,20:40:00,Al-Hilal,Al-Taawoun,0,0,1352,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,208700,No,Night,Yes,2,12
539,25,Thursday,2013-04-18,20:40:00,Al-Faisaly,Najran,6,1,215,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,31200,No,Night,Yes,11,9
540,26,Saturday,2013-04-27,20:40:00,Najran,Al-Raed,0,1,107,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,149200,No,Night,Yes,10,8
541,26,Saturday,2013-04-27,20:40:00,Al-Taawoun,Al-Wehda,1,1,8285,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,226600,No,Night,Yes,12,14
542,26,Saturday,2013-04-27,20:40:00,Al-Shoulla,Al-Ittihad,1,0,487,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,4000000,No,Night,Yes,9,7
543,26,Saturday,2013-04-27,20:40:00,Al-Shabab,Hajer,2,1,353,King Fahad International Stadium,46.839236,24.788206,67000,414900,21900,No,Night,Yes,3,13
544,26,Saturday,2013-04-27,20:40:00,Al-Nassr,Al-Faisaly,2,1,657,King Fahad International Stadium,46.839236,24.788206,67000,3100000,103900,No,Night,Yes,4,11
545,26,Saturday,2013-04-27,20:40:00,Al-Ettifaq,Al-Fateh,0,4,4104,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,161100,No,Night,Yes,6,1
546,26,Saturday,2013-04-27,20:40:00,Al-Ahli,Al-Hilal,1,1,3528,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,2000000,9600000,No,Night,Yes,5,2
547,1,Thursday,2013-08-23,20:40:00,Al-Nassr,Najran,2,0,8485,King Fahad International Stadium,46.839236,24.788206,67000,3100000,31200,No,Night,Yes,1,1
548,1,Thursday,2013-08-23,20:40:00,Al-Nahda,Al-Shoulla,2,2,184,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,13100,20600,No,Night,Yes,1,1
549,1,Thursday,2013-08-23,20:40:00,Al-Fateh,Al-Taawoun,1,1,2240,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,208700,No,Night,Yes,1,1
550,1,Thursday,2013-08-24,20:40:00,Al-Raed,Al-Ettifaq,2,1,777,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,226500,No,Night,Yes,1,1
551,1,Thursday,2013-08-24,20:40:00,Al-Hilal,Al-Orobah,3,0,9412,King Fahad International Stadium,46.839236,24.788206,67000,9600000,28000,No,Night,Yes,1,1
552,1,Friday,2013-08-25,20:40:00,Al-Faisaly,Al-Ahli,1,3,739,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,2000000,No,Night,Yes,1,1
553,1,Friday,2013-08-26,20:40:00,Al-Shabab,Al-Ittihad,1,4,5870,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,4000000,No,Night,Yes,1,1
554,2,Monday,2013-08-30,20:35:00,Najran,Al-Raed,1,0,490,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,149200,No,Night,No,12,5
555,2,Monday,2013-08-30,20:35:00,Al-Taawoun,Al-Faisaly,1,1,1577,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,103900,No,Night,No,9,11
556,2,Monday,2013-08-30,20:35:00,Al-Fateh,Al-Nahda,4,0,1824,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,13100,No,Night,No,8,6
557,2,Tuesday,2013-08-30,20:35:00,Al-Ettifaq,Al-Hilal,1,3,10250,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,9600000,No,Night,No,10,2
558,2,Tuesday,2013-08-31,20:35:00,Al-Shoulla,Al-Shabab,0,1,265,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,414900,No,Night,No,7,13
559,2,Tuesday,2013-08-31,20:35:00,Al-Orobah,Al-Ittihad,1,0,2350,Al Orubah Club Stadium,40.2110362,30.005241,7000,28000,4000000,No,Night,No,14,1
560,2,Thursday,2013-08-31,20:35:00,Al-Ahli,Al-Nassr,0,0,13391,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,2000000,3100000,No,Night,Yes,3,4
561,3,Thursday,2013-09-11,20:25:00,Al-Ahli,Al-Orobah,1,1,1483,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,2000000,28000,No,Night,Yes,2,7
562,3,Thursday,2013-09-12,20:25:00,Al-Shabab,Al-Raed,5,2,932,King Fahad International Stadium,46.839236,24.788206,67000,414900,149200,No,Night,Yes,9,8
563,3,Thursday,2013-09-13,20:25:00,Najran,Al-Taawoun,1,2,560,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,208700,No,Night,Yes,6,10
564,3,Thursday,2013-09-13,20:25:00,Al-Ittihad,Al-Fateh,4,2,6783,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,161100,No,Night,Yes,5,4
565,3,Friday,2013-09-13,20:25:00,Al-Ettifaq,Al-Shoulla,1,0,376,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,20600,No,Night,Yes,14,11
566,3,Friday,2013-09-14,20:25:00,Al-Nassr,Al-Nahda,4,1,3758,King Fahad International Stadium,46.839236,24.788206,67000,3100000,13100,No,Night,Yes,3,12
567,3,Monday,2013-09-14,20:25:00,Al-Faisaly,Al-Hilal,1,3,2433,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,9600000,No,Night,No,13,1
568,4,Monday,2013-09-20,20:15:00,Al-Raed,Al-Nassr,0,3,7100,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,3100000,No,Night,No,10,2
569,4,Monday,2013-09-20,20:15:00,Al-Hilal,Al-Ittihad,5,2,31723,King Fahad International Stadium,46.839236,24.788206,67000,9600000,4000000,No,Night,No,1,3
570,4,Monday,2013-09-21,20:15:00,Al-Taawoun,Al-Ettifaq,2,2,1240,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,226500,No,Night,No,6,11
571,4,Tuesday,2013-09-21,20:15:00,Al-Shoulla,Najran,1,2,334,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,31200,No,Night,No,12,9
572,4,Tuesday,2013-09-21,20:15:00,Al-Orobah,Al-Faisaly,1,2,2400,Al Orubah Club Stadium,40.2110362,30.005241,7000,28000,103900,No,Night,No,8,14
573,4,Tuesday,2013-09-23,20:15:00,Al-Shabab,Al-Fateh,1,1,930,King Fahad International Stadium,46.839236,24.788206,67000,414900,161100,No,Night,Yes,4,7
574,4,Saturday,2013-09-23,20:15:00,Al-Nahda,Al-Ahli,1,5,2573,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,13100,2000000,No,Night,Yes,13,5
575,5,Saturday,2013-09-26,20:10:00,Al-Nassr,Al-Shoulla,2,0,6446,King Fahad International Stadium,46.839236,24.788206,67000,3100000,20600,No,Night,Yes,2,13
576,5,Sunday,2013-09-27,20:10:00,Najran,Al-Ettifaq,1,0,560,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,226500,No,Night,No,7,10
577,5,Sunday,2013-09-27,20:10:00,Al-Ittihad,Al-Taawoun,2,1,4117,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,208700,No,Night,No,6,5
578,5,Sunday,2013-09-28,20:10:00,Al-Raed,Al-Nahda,0,0,400,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,13100,No,Night,No,12,14
579,5,Sunday,2013-09-28,20:10:00,Al-Fateh,Al-Orobah,0,0,763,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,28000,No,Night,No,8,11
580,5,Sunday,2013-09-28,20:10:00,Al-Faisaly,Al-Shabab,0,0,639,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,414900,No,Night,No,9,4
581,5,Friday,2013-09-28,20:10:00,Al-Ahli,Al-Hilal,1,1,15192,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,2000000,9600000,No,Night,Yes,3,1
582,6,Friday,2013-10-04,20:05:00,Al-Shoulla,Al-Taawoun,1,2,179,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,208700,No,Night,Yes,14,8
583,6,Friday,2013-10-04,20:05:00,Al-Nahda,Najran,2,5,143,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,13100,31200,No,Night,Yes,13,5
584,6,Saturday,2013-10-04,20:05:00,Al-Ittihad,Al-Ahli,0,0,21056,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,2000000,No,Night,Yes,4,3
585,6,Saturday,2013-10-04,20:05:00,Al-Fateh,Al-Faisaly,1,0,581,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,103900,No,Night,Yes,7,9
586,6,Saturday,2013-10-05,20:05:00,Al-Hilal,Al-Raed,1,2,5495,King Fahad International Stadium,46.839236,24.788206,67000,9600000,149200,No,Night,Yes,1,11
