Index,Week,Day,Date,Time,Home,Away,ScoreH,ScoreA,Attendance,Venue,Longitude,Latitude,Capacity,H_Followers,A_Followers,Families,Period,Weekend,PosH,PosA
1535,10,Sunday,2018-11-25,19:40:00,Al-Ittihad,Al-Ahli,1,3,46527,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,2000000,Yes,Night,No,16,3
1536,11,Thursday,2018-11-29,17:45:00,Al-Shabab,Al-Ettifaq,2,2,866,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,226500,Yes,Night,Yes,5,7
1537,11,Friday,2018-11-30,17:25:00,Al-Qadisiyah,Al-Faisaly,1,1,1178,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,103900,Yes,Night,Yes,12,9
1538,11,Friday,2018-11-30,18:30:00,Al-Ahli,Al-Fayha,1,1,15969,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,70800,Yes,Night,Yes,3,10
1539,11,Saturday,2018-12-01,17:25:00,Al-Fateh,Al-Taawoun,0,2,3491,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,208700,Yes,Night,Yes,8,7
1540,11,Saturday,2018-12-01,17:40:00,Al-Batin,Al-Raed,1,3,3021,Al-Batin Club Stadium,46.075254,28.448749,6000,98200,149200,Yes,Night,Yes,14,9
1541,11,Sunday,2018-12-02,17:45:00,Al-Nassr,Al-Wehda,1,2,4763,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,226600,Yes,Night,No,2,4
1542,11,Sunday,2018-12-02,18:15:00,Al-Ittihad,Al-Hazem,2,2,15905,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,49700,Yes,Night,No,16,13
1543,12,Thursday,2018-12-06,15:00:00,Al-Batin,Al-Fayha,1,0,2696,Al-Batin Club Stadium,46.075254,28.448749,6000,98200,70800,Yes,Daytime,Yes,14,11
1544,12,Thursday,2018-12-06,17:25:00,Al-Qadisiyah,Al-Ettifaq,2,0,3094,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,226500,Yes,Night,Yes,12,7
1545,12,Thursday,2018-12-06,17:45:00,Al-Shabab,Ohod,1,0,1214,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,79700,Yes,Night,Yes,6,15
1546,12,Thursday,2018-12-06,19:40:00,Al-Ittihad,Al-Faisaly,1,2,23379,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,103900,Yes,Night,Yes,16,9
1547,12,Friday,2018-12-07,18:20:00,Al-Wehda,Al-Taawoun,0,1,3683,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,208700,Yes,Night,Yes,4,6
1548,12,Saturday,2018-12-08,15:05:00,Al-Hilal,Al-Nassr,2,2,23047,King Saud University Stadium,46.626176,24.73015,25000,9600000,3100000,Yes,Daytime,Yes,1,2
1549,12,Saturday,2018-12-08,17:30:00,Al-Fateh,Al-Hazem,3,2,1779,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,49700,Yes,Night,Yes,10,13
1550,12,Saturday,2018-12-08,17:50:00,Al-Raed,Al-Ahli,0,0,1953,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,2000000,Yes,Night,Yes,11,3
1551,11,Wednesday,2018-12-12,18:20:00,Ohod,Al-Hilal,0,1,20207,Prince Mohammed bin Abdul Aziz Stadium,42.49007,18.223043,20000,79700,9600000,Yes,Night,No,15,1
1552,13,Thursday,2018-12-13,17:30:00,Al-Fateh,Al-Faisaly,1,1,2902,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,103900,Yes,Night,Yes,7,8
1553,13,Thursday,2018-12-13,17:30:00,Al-Ettifaq,Al-Wehda,2,1,2485,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,226600,Yes,Night,Yes,9,5
1554,13,Friday,2018-12-14,15:05:00,Al-Nassr,Al-Raed,4,0,6787,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,149200,Yes,Daytime,Yes,2,8
1555,13,Friday,2018-12-14,15:15:00,Al-Taawoun,Al-Fayha,3,0,2957,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,70800,Yes,Daytime,Yes,5,12
1556,13,Friday,2018-12-14,17:45:00,Al-Batin,Al-Ittihad,1,3,6000,Al-Batin Club Stadium,46.075254,28.448749,6000,98200,4000000,Yes,Night,Yes,14,16
1557,13,Saturday,2018-12-15,15:05:00,Al-Hilal,Al-Hazem,1,2,12286,King Saud University Stadium,46.626176,24.73015,25000,9600000,49700,Yes,Daytime,Yes,1,13
1558,13,Saturday,2018-12-15,18:25:00,Al-Ahli,Al-Shabab,0,1,20876,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,414900,Yes,Night,Yes,3,6
1559,13,Monday,2018-12-17,18:20:00,Ohod,Al-Qadisiyah,1,3,7110,Prince Mohammed bin Abdul Aziz Stadium,42.49007,18.223043,20000,79700,91700,Yes,Night,No,15,11
1560,14,Thursday,2018-12-20,15:20:00,Al-Raed,Al-Hazem,1,0,2197,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,49700,Yes,Daytime,Yes,10,12
1561,14,Thursday,2018-12-20,17:50:00,Al-Faisaly,Al-Wehda,3,0,720,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,226600,Yes,Night,Yes,9,6
1562,14,Friday,2018-12-21,15:10:00,Al-Shabab,Al-Batin,4,0,1073,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,98200,Yes,Daytime,Yes,5,14
1563,14,Friday,2018-12-21,15:10:00,Al-Hilal,Al-Ahli,4,3,21577,King Saud University Stadium,46.626176,24.73015,25000,9600000,2000000,Yes,Daytime,Yes,1,4
1564,14,Friday,2018-12-21,17:30:00,Al-Qadisiyah,Al-Taawoun,3,1,1415,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,208700,Yes,Night,Yes,10,4
1565,14,Friday,2018-12-21,17:30:00,Al-Fateh,Al-Ettifaq,0,0,3146,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,226500,Yes,Night,Yes,8,7
1566,14,Friday,2018-12-21,18:25:00,Al-Ittihad,Al-Nassr,1,2,50376,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,3100000,Yes,Night,Yes,15,2
1567,14,Saturday,2018-12-22,15:15:00,Al-Fayha,Ohod,3,0,732,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,70800,79700,Yes,Daytime,Yes,13,16
1568,9,Tuesday,2018-12-25,18:00:00,Al-Raed,Al-Taawoun,2,1,8700,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,208700,Yes,Night,No,11,3
1569,15,Thursday,2018-12-27,17:45:00,Al-Batin,Al-Qadisiyah,2,0,2124,Al-Batin Club Stadium,46.075254,28.448749,6000,98200,91700,Yes,Night,Yes,14,8
1570,15,Thursday,2018-12-27,17:55:00,Al-Faisaly,Al-Fayha,1,0,2417,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,70800,Yes,Night,Yes,7,12
1571,15,Friday,2018-12-28,15:00:00,Al-Fateh,Al-Nassr,0,0,8381,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,3100000,Yes,Daytime,Yes,10,2
1572,15,Friday,2018-12-28,15:20:00,Al-Hazem,Al-Shabab,1,3,802,King Abdullah Sport City Stadium,43.9478,26.3789,25000,49700,414900,Yes,Daytime,Yes,13,3
1573,15,Friday,2018-12-28,18:30:00,Al-Wehda,Al-Ahli,2,1,10000,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,2000000,Yes,Night,Yes,6,5
1574,15,Saturday,2018-12-29,17:35:00,Al-Ettifaq,Al-Ittihad,1,0,12817,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,4000000,Yes,Night,Yes,9,15
1575,15,Sunday,2018-12-30,15:45:00,Ohod,Al-Raed,0,1,2800,Prince Mohammed bin Abdul Aziz Stadium,42.49007,18.223043,20000,79700,149200,Yes,Daytime,No,16,11
1576,15,Sunday,2018-12-30,18:00:00,Al-Taawoun,Al-Hilal,2,2,14893,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,9600000,Yes,Night,No,4,1
1577,16,Thursday,2019-01-10,18:05:00,Al-Faisaly,Al-Nassr,2,2,2048,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,3100000,Yes,Night,Yes,7,2
1578,16,Thursday,2019-01-10,18:10:00,Al-Taawoun,Al-Hazem,1,1,1473,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,49700,Yes,Night,Yes,4,13
1579,16,Thursday,2019-01-10,18:35:00,Al-Wehda,Al-Fateh,1,0,846,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,161100,Yes,Night,Yes,6,11
1580,16,Thursday,2019-01-10,19:50:00,Al-Qadisiyah,Al-Ittihad,0,1,6856,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,4000000,Yes,Night,Yes,10,15
1581,16,Friday,2019-01-11,15:25:00,Al-Shabab,Al-Fayha,4,1,1559,Prince Khalid bin Sultan Stadium,46.627541,24.804023,10000,414900,70800,Yes,Daytime,Yes,3,12
1582,16,Friday,2019-01-11,15:25:00,Al-Hilal,Al-Raed,1,1,20490,King Saud University Stadium,46.626176,24.73015,25000,9600000,149200,Yes,Daytime,Yes,1,9
1583,16,Friday,2019-01-11,15:30:00,Al-Batin,Al-Ettifaq,0,0,1436,Al-Batin Club Stadium,46.075254,28.448749,6000,98200,226500,Yes,Daytime,Yes,14,8
1584,16,Friday,2019-01-11,18:35:00,Al-Ahli,Ohod,5,1,2700,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,79700,Yes,Night,Yes,5,16
1585,17,Sunday,2019-01-27,15:20:00,Al-Fateh,Al-Qadisiyah,2,0,929,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,91700,Yes,Daytime,No,11,10
1586,17,Sunday,2019-01-27,18:20:00,Al-Fayha,Al-Hilal,1,5,4294,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,70800,9600000,Yes,Night,No,13,1
1587,17,Monday,2019-01-28,15:30:00,Al-Batin,Al-Faisaly,2,0,1873,Al-Batin Club Stadium,46.075254,28.448749,6000,98200,103900,Yes,Daytime,No,14,7
1588,17,Monday,2019-01-28,18:20:00,Al-Nassr,Ohod,4,0,3039,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,3100000,79700,Yes,Night,No,2,16
1589,17,Monday,2019-01-28,18:50:00,Al-Wehda,Al-Hazem,1,1,1933,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,49700,Yes,Night,No,5,12
1590,17,Monday,2019-01-28,20:20:00,Al-Taawoun,Al-Ahli,3,4,2724,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,2000000,Yes,Night,No,6,4
1591,17,Tuesday,2019-01-29,18:25:00,Al-Raed,Al-Ettifaq,1,2,1625,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,226500,Yes,Night,No,9,8
1592,17,Tuesday,2019-01-29,20:20:00,Al-Ittihad,Al-Shabab,0,0,46575,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,414900,Yes,Night,No,15,3
1593,18,Saturday,2019-02-02,15:20:00,Al-Qadisiyah,Al-Fayha,2,0,898,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,70800,Yes,Daytime,Yes,11,14
1594,18,Saturday,2019-02-02,18:15:00,Al-Batin,Al-Ahli,1,2,3023,Al-Batin Club Stadium,46.075254,28.448749,6000,98200,2000000,Yes,Night,Yes,12,4
1595,18,Saturday,2019-02-02,20:15:00,Al-Taawoun,Al-Nassr,3,1,10600,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,3100000,Yes,Night,Yes,6,2
1596,18,Sunday,2019-02-03,15:40:00,Al-Faisaly,Al-Hazem,1,2,561,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,49700,Yes,Daytime,No,8,13
1597,18,Sunday,2019-02-03,20:15:00,Ohod,Al-Ettifaq,2,1,2011,Prince Mohammed bin Abdul Aziz Stadium,42.49007,18.223043,20000,79700,226500,Yes,Night,No,16,7
1598,18,Monday,2019-02-04,18:20:00,Al-Hilal,Al-Fateh,4,1,22486,King Saud University Stadium,46.626176,24.73015,25000,9600000,161100,Yes,Night,No,1,9
1599,18,Monday,2019-02-04,18:25:00,Al-Shabab,Al-Raed,1,1,594,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,414900,149200,Yes,Night,No,3,10
1600,18,Monday,2019-02-04,20:15:00,Al-Wehda,Al-Ittihad,0,2,15708,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,4000000,Yes,Night,No,5,15
1601,19,Wednesday,2019-02-06,20:15:00,Al-Nassr,Al-Qadisiyah,3,1,4321,King Fahad International Stadium,46.839236,24.788206,67000,3100000,91700,Yes,Night,No,2,9
1602,19,Thursday,2019-02-07,18:50:00,Ohod,Al-Faisaly,4,1,2189,Prince Mohammed bin Abdul Aziz Stadium,42.49007,18.223043,20000,79700,103900,Yes,Night,Yes,16,8
1603,19,Thursday,2019-02-07,20:15:00,Al-Hazem,Al-Ahli,2,4,1589,King Abdullah Sport City Stadium,43.9478,26.3789,25000,49700,2000000,Yes,Night,Yes,12,4
1604,19,Friday,2019-02-08,15:45:00,Al-Fayha,Al-Ettifaq,1,1,1315,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,70800,226500,Yes,Daytime,Yes,14,7
1605,19,Friday,2019-02-08,20:15:00,Al-Batin,Al-Hilal,2,3,6000,Al-Batin Club Stadium,46.075254,28.448749,6000,98200,9600000,Yes,Night,Yes,13,1
1606,19,Saturday,2019-02-09,15:50:00,Al-Raed,Al-Wehda,1,3,1883,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,226600,Yes,Daytime,Yes,10,6
1607,19,Saturday,2019-02-09,18:10:00,Al-Fateh,Al-Shabab,1,0,2849,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,414900,Yes,Night,Yes,11,3
1608,19,Saturday,2019-02-09,20:15:00,Al-Ittihad,Al-Taawoun,0,0,30785,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,208700,Yes,Night,Yes,15,5
1609,20,Tuesday,2019-02-12,18:25:00,Al-Hilal,Al-Qadisiyah,4,1,20758,King Saud University Stadium,46.626176,24.73015,25000,9600000,91700,Yes,Night,No,1,10
1610,20,Tuesday,2019-02-12,20:20:00,Al-Ahli,Al-Nassr,1,2,30335,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,3100000,Yes,Night,No,3,2
1611,20,Wednesday,2019-02-13,15:50:00,Al-Hazem,Al-Batin,1,0,2900,Al-Hazm Club Stadium,43.50235,25.862347,3000,49700,98200,Yes,Daytime,No,12,13
1612,20,Wednesday,2019-02-13,18:10:00,Al-Ettifaq,Al-Faisaly,3,4,1968,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,103900,Yes,Night,No,7,9
1613,20,Thursday,2019-02-14,15:45:00,Al-Fayha,Al-Fateh,1,2,1107,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,70800,161100,Yes,Daytime,Yes,14,8
1614,20,Thursday,2019-02-14,18:35:00,Al-Taawoun,Ohod,4,0,2474,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,79700,Yes,Night,Yes,6,16
1615,20,Friday,2019-02-15,18:30:00,Al-Shabab,Al-Wehda,1,0,1491,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,226600,Yes,Night,Yes,4,5
1616,20,Friday,2019-02-15,20:20:00,Al-Raed,Al-Ittihad,1,1,7620,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,4000000,Yes,Night,Yes,11,15
1617,21,Wednesday,2019-02-20,18:20:00,Al-Fateh,Al-Ahli,2,1,4807,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,2000000,Yes,Night,No,7,4
1618,21,Thursday,2019-02-21,15:55:00,Al-Hazem,Al-Ettifaq,1,1,1572,King Abdullah Sport City Stadium,43.9478,26.3789,25000,49700,226500,Yes,Daytime,Yes,12,9
1619,21,Thursday,2019-02-21,20:25:00,Al-Ittihad,Al-Hilal,0,2,52210,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,9600000,Yes,Night,Yes,15,1
1620,21,Friday,2019-02-22,15:55:00,Al-Taawoun,Al-Batin,4,1,2694,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,98200,Yes,Daytime,Yes,5,13
1621,21,Friday,2019-02-22,18:15:00,Al-Qadisiyah,Al-Shabab,0,1,1322,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,414900,Yes,Night,Yes,11,3
1622,21,Friday,2019-02-22,20:25:00,Al-Wehda,Ohod,4,1,2623,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,79700,Yes,Night,Yes,6,16
1623,21,Saturday,2019-02-23,15:55:00,Al-Raed,Al-Faisaly,0,3,1738,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,103900,Yes,Daytime,Yes,10,8
1624,21,Saturday,2019-02-23,20:25:00,Al-Nassr,Al-Fayha,1,0,6022,King Fahad International Stadium,46.839236,24.788206,67000,3100000,70800,Yes,Night,Yes,2,14
1625,22,Thursday,2019-02-28,16:00:00,Al-Taawoun,Al-Ettifaq,4,1,2557,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,226500,Yes,Daytime,Yes,4,9
1626,22,Thursday,2019-02-28,19:05:00,Ohod,Al-Fateh,0,0,2021,Prince Mohammed bin Abdul Aziz Stadium,42.49007,18.223043,20000,79700,161100,Yes,Night,Yes,16,7
1627,22,Thursday,2019-02-28,20:30:00,Al-Shabab,Al-Nassr,0,1,14530,King Fahad International Stadium,46.839236,24.788206,67000,414900,3100000,Yes,Night,Yes,3,2
1628,22,Friday,2019-03-01,16:00:00,Al-Raed,Al-Qadisiyah,0,0,1419,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,91700,Yes,Daytime,Yes,10,11
1629,22,Friday,2019-03-01,18:35:00,Al-Hilal,Al-Faisaly,2,1,22688,King Saud University Stadium,46.626176,24.73015,25000,9600000,103900,Yes,Night,Yes,1,8
1630,22,Friday,2019-03-01,20:30:00,Al-Ahli,Al-Ittihad,1,1,42880,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,4000000,Yes,Night,Yes,5,15
1631,22,Saturday,2019-03-02,15:50:00,Al-Batin,Al-Wehda,1,1,2918,Al-Batin Club Stadium,46.075254,28.448749,6000,98200,226600,Yes,Daytime,Yes,13,6
1632,22,Saturday,2019-03-02,16:00:00,Al-Hazem,Al-Fayha,0,1,1150,Al-Hazm Club Stadium,43.50235,25.862347,3000,49700,70800,Yes,Daytime,Yes,12,14
1633,23,Thursday,2019-03-07,18:40:00,Al-Shabab,Al-Faisaly,2,1,1302,King Fahad International Stadium,46.839236,24.788206,67000,414900,103900,Yes,Night,Yes,3,8
1634,23,Thursday,2019-03-07,20:30:00,Al-Taawoun,Al-Raed,2,1,9164,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,149200,Yes,Night,Yes,4,10
1635,23,Friday,2019-03-08,15:40:00,Al-Qadisiyah,Al-Ahli,1,2,3022,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,2000000,Yes,Daytime,Yes,11,5
1636,23,Friday,2019-03-08,18:40:00,Al-Nassr,Al-Ettifaq,3,2,5843,King Fahad International Stadium,46.839236,24.788206,67000,3100000,226500,Yes,Night,Yes,2,9
1637,23,Friday,2019-03-08,20:30:00,Al-Ittihad,Al-Fayha,2,0,32162,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,70800,Yes,Night,Yes,15,13
1638,23,Friday,2019-03-08,20:30:00,Al-Hilal,Al-Wehda,1,1,21851,King Saud University Stadium,46.626176,24.73015,25000,9600000,226600,Yes,Night,Yes,1,6
1639,23,Saturday,2019-03-09,15:40:00,Al-Fateh,Al-Batin,0,2,1904,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,98200,Yes,Daytime,Yes,7,14
1640,23,Saturday,2019-03-09,16:00:00,Al-Hazem,Ohod,2,2,1043,Al-Hazm Club Stadium,43.50235,25.862347,3000,49700,79700,Yes,Daytime,Yes,12,16
1641,24,Thursday,2019-03-14,18:45:00,Al-Faisaly,Al-Qadisiyah,3,0,800,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,91700,Yes,Night,Yes,8,11
1642,24,Thursday,2019-03-14,20:15:00,Al-Taawoun,Al-Fateh,1,1,2500,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,161100,Yes,Night,Yes,4,7
1643,24,Friday,2019-03-15,16:00:00,Al-Raed,Al-Batin,1,0,1500,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,98200,Yes,Daytime,Yes,10,13
1644,24,Friday,2019-03-15,20:00:00,Al-Ettifaq,Al-Shabab,1,1,3500,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,414900,Yes,Night,Yes,9,3
1645,24,Saturday,2019-03-16,16:00:00,Al-Hazem,Al-Ittihad,0,3,1500,Al-Hazm Club Stadium,43.50235,25.862347,3000,49700,4000000,Yes,Daytime,Yes,12,14
1646,24,Saturday,2019-03-16,20:30:00,Al-Wehda,Al-Nassr,0,4,7238,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,3100000,Yes,Night,Yes,6,2
1647,24,Saturday,2019-03-23,20:05:00,Al-Hilal,Ohod,0,0,20925,King Saud University Stadium,46.626176,24.73015,25000,9600000,79700,Yes,Night,Yes,1,16
1648,25,Thursday,2019-03-28,16:00:00,Al-Hazem,Al-Fateh,1,0,1053,Al-Hazm Club Stadium,43.50235,25.862347,3000,49700,161100,Yes,Daytime,Yes,12,8
1649,25,Thursday,2019-03-28,18:55:00,Al-Fayha,Al-Batin,2,1,1297,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,70800,98200,Yes,Night,Yes,15,14
1650,25,Thursday,2019-03-28,19:00:00,Al-Taawoun,Al-Wehda,1,0,2188,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,226600,Yes,Night,Yes,4,6
1651,25,Thursday,2019-03-28,20:30:00,Al-Ettifaq,Al-Qadisiyah,3,2,3442,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,91700,Yes,Night,Yes,9,11
1652,25,Thursday,2019-03-28,20:40:00,Al-Ahli,Al-Raed,4,5,4146,King Abdullah Sport City Stadium,43.9478,26.3789,25000,2000000,149200,Yes,Night,Yes,5,10
1653,25,Friday,2019-03-29,18:55:00,Al-Faisaly,Al-Ittihad,3,2,862,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,4000000,Yes,Night,Yes,7,13
1654,25,Friday,2019-03-29,20:40:00,Al-Nassr,Al-Hilal,3,2,57716,King Fahad International Stadium,46.839236,24.788206,67000,3100000,9600000,Yes,Night,Yes,2,1
1655,25,Saturday,2019-03-30,19:15:00,Ohod,Al-Shabab,1,2,5799,Prince Mohammed bin Abdul Aziz Stadium,42.49007,18.223043,20000,79700,414900,Yes,Night,Yes,16,3
1656,24,Monday,2019-04-01,18:55:00,Al-Fayha,Al-Ahli,0,2,1221,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,70800,2000000,Yes,Night,No,15,5
1657,26,Thursday,2019-04-04,19:00:00,Al-Raed,Al-Nassr,0,5,11735,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,3100000,Yes,Night,Yes,10,1
1658,26,Thursday,2019-04-04,20:45:00,Al-Hazem,Al-Hilal,2,3,6200,Al-Hazm Club Stadium,43.50235,25.862347,3000,49700,9600000,Yes,Night,Yes,11,2
1659,26,Friday,2019-04-05,18:35:00,Al-Qadisiyah,Ohod,4,2,420,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,79700,Yes,Night,Yes,12,16
1660,26,Friday,2019-04-05,18:55:00,Al-Faisaly,Al-Fateh,1,1,536,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,161100,Yes,Night,Yes,6,8
1661,26,Friday,2019-04-05,20:45:00,Al-Ittihad,Al-Batin,4,1,23897,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,98200,Yes,Night,Yes,13,14
1662,26,Friday,2019-04-05,20:45:00,Al-Shabab,Al-Ahli,0,4,5312,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,2000000,Yes,Night,Yes,3,5
1663,26,Saturday,2019-04-06,18:55:00,Al-Fayha,Al-Taawoun,2,1,1617,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,70800,208700,Yes,Night,Yes,15,4
1664,26,Saturday,2019-04-06,20:45:00,Al-Wehda,Al-Ettifaq,3,1,940,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,226500,Yes,Night,Yes,7,9
1665,27,Thursday,2019-04-11,18:40:00,Al-Ettifaq,Al-Fateh,0,0,1900,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,161100,Yes,Night,Yes,9,8
1666,27,Thursday,2019-04-11,19:00:00,Al-Batin,Al-Shabab,1,2,3126,Al-Batin Club Stadium,46.075254,28.448749,6000,98200,414900,Yes,Night,Yes,15,3
1667,27,Thursday,2019-04-11,20:30:00,Al-Hazem,Al-Raed,1,0,1086,Al-Hazm Club Stadium,43.50235,25.862347,3000,49700,149200,Yes,Night,Yes,12,10
1668,27,Friday,2019-04-12,19:05:00,Al-Taawoun,Al-Qadisiyah,2,0,2022,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,91700,Yes,Night,Yes,4,11
1669,27,Friday,2019-04-12,19:20:00,Ohod,Al-Fayha,1,3,1680,Prince Mohammed bin Abdul Aziz Stadium,42.49007,18.223043,20000,79700,70800,Yes,Night,Yes,16,14
1670,27,Friday,2019-04-12,20:45:00,Al-Wehda,Al-Faisaly,1,2,437,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,103900,Yes,Night,Yes,6,7
1671,27,Friday,2019-04-12,20:45:00,Al-Ahli,Al-Hilal,0,1,33868,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,9600000,Yes,Night,Yes,5,2
1672,27,Saturday,2019-04-13,18:50:00,Al-Nassr,Al-Ittihad,2,3,30014,King Fahad International Stadium,46.839236,24.788206,67000,3100000,4000000,Yes,Night,Yes,1,13
1673,28,Thursday,2019-04-18,20:45:00,Al-Nassr,Al-Fateh,5,0,5793,King Fahad International Stadium,46.839236,24.788206,67000,3100000,161100,Yes,Night,Yes,2,8
1674,28,Thursday,2019-04-18,20:45:00,Al-Ittihad,Al-Ettifaq,2,0,26840,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,226500,Yes,Night,Yes,12,9
1675,28,Friday,2019-04-19,18:45:00,Al-Qadisiyah,Al-Batin,0,2,728,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,98200,Yes,Night,Yes,14,15
1676,28,Friday,2019-04-19,20:30:00,Al-Raed,Ohod,5,1,1974,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,79700,Yes,Night,Yes,10,16
