Weak,Day,Date,Time,Home,Away,ScoreH,ScoreA,Attendance,Venue
11,Saturday,2016-12-03,14:45:00,Al-Fateh,Al-Wehda,4,2,1214,Prince Abdullah bin Jalawi Stadium
11,Saturday,2016-12-03,17:30:00,Al-Khaleej,Al-Taawoun,0,1,103,Prince Saud bin Jalawi Stadium
12,Thursday,2016-12-08,17:40:00,Al-Batin,Al-Taawoun,1,0,2577,Department of Education Stadium
12,Thursday,2016-12-08,19:55:00,Al-Hilal,Al-Wehda,6,0,8458,Prince Faisal bin Fahd Stadium
12,Friday,2016-12-09,17:30:00,Al-Ettifaq,Al-Qadsiah,2,2,2566,Prince Mohamed bin Fahd Stadium
12,Friday,2016-12-09,19:55:00,Al-Shabab,Al-Nassr,1,1,8175,King Fahd International Stadium
12,Friday,2016-12-09,19:55:00,Al-Ahli,Al-Raed,1,0,11689,King Abdullah Sports City
12,Saturday,2016-12-10,14:55:00,Al-Fateh,Al-Khaleej,2,4,2134,Prince Abdullah bin Jalawi Stadium
12,Saturday,2016-12-10,19:45:00,Al-Faisaly,Al-Ittihad,2,4,1402,Al Majma'ah Sport City
13,Wednesday,2016-12-14,19:45:00,Al-Wehda,Al-Qadsiah,2,5,679,King Abdul Aziz Stadium
13,Thursday,2016-12-15,15:05:00,Al-Batin,Al-Faisaly,0,0,2927,Department of Education Stadium
13,Thursday,2016-12-15,17:50:00,Al-Shabab,Al-Ettifaq,1,1,757,Prince Faisal bin Fahd Stadium
13,Friday,2016-12-16,17:55:00,Al-Raed,Al-Khaleej,3,2,3048,Prince Abdullah bin Abdul Aziz Stadium
13,Friday,2016-12-16,20:00:00,Al-Nassr,Al-Hilal,1,1,27181,King Fahd International Stadium
13,Saturday,2016-12-17,18:25:00,Al-Ittihad,Al-Fateh,3,2,22094,King Abdullah Sports City
13,Saturday,2016-12-17,19:45:00,Al-Taawoun,Al-Ahli,2,3,2774,Prince Abdullah bin Abdul Aziz Stadium
14,Wednesday,2016-12-21,17:30:00,Al-Qadsiah,Al-Shabab,1,1,545,Prince Saud bin Jalawi Stadium
14,Wednesday,2016-12-21,17:40:00,Al-Batin,Al-Hilal,0,2,4583,Department of Education Stadium
14,Wednesday,2016-12-21,19:45:00,Al-Fateh,Al-Nassr,1,2,3714,Prince Abdullah bin Jalawi Stadium
14,Thursday,2016-12-22,17:30:00,Al-Khaleej,Al-Faisaly,1,1,126,Prince Saud bin Jalawi Stadium
14,Thursday,2016-12-22,19:45:00,Al-Ahli,Al-Ettifaq,4,1,14743,King Abdullah Sports City
14,Friday,2016-12-23,18:00:00,Al-Taawoun,Al-Wehda,3,1,2596,Prince Abdullah bin Abdul Aziz Stadium
14,Friday,2016-12-23,19:45:00,Al-Ittihad,Al-Raed,3,2,32800,King Abdullah Sports City
15,Thursday,2016-12-29,18:00:00,Al-Faisaly,Al-Qadsiah,3,2,317,Al Majma'ah Sport City
15,Friday,2016-12-30,17:55:00,Al-Shabab,Al-Batin,3,1,658,Prince Faisal bin Fahd Stadium
15,Friday,2016-12-30,19:50:00,Al-Wehda,Al-Raed,2,1,309,King Abdul Aziz Stadium
15,Saturday,2016-12-31,19:50:00,Al-Hilal,Al-Taawoun,4,2,6386,Prince Faisal bin Fahd Stadium
15,Saturday,2016-12-31,19:50:00,Al-Ahli,Al-Fateh,2,0,9560,King Abdullah Sports City
15,Sunday,2017-01-01,19:50:00,Al-Nassr,Al-Ettifaq,2,0,4638,Prince Faisal bin Fahd Stadium
15,Tuesday,2017-01-03,19:50:00,Al-Ittihad,Al-Khaleej,1,1,15179,King Abdullah Sports City
16,Thursday,2017-01-26,18:25:00,Al-Raed,Al-Taawoun,3,2,7859,Prince Abdullah bin Abdul Aziz Stadium
16,Thursday,2017-01-26,20:15:00,Al-Qadsiah,Al-Nassr,3,2,4022,Prince Saud bin Jalawi Stadium
16,Friday,2017-01-27,15:35:00,Al-Batin,Al-Khaleej,1,0,2207,Department of Education Stadium
16,Friday,2017-01-27,18:05:00,Al-Fateh,Al-Faisaly,1,0,1097,Prince Abdullah bin Jalawi Stadium
16,Friday,2017-01-27,20:15:00,Al-Ahli,Al-Shabab,3,1,40591,King Abdullah Sports City
16,Saturday,2017-01-28,20:15:00,Al-Ittihad,Al-Wehda,1,0,18197,King Abdullah Sports City
16,Saturday,2017-01-28,20:15:00,Al-Ettifaq,Al-Hilal,0,1,14640,Prince Mohamed bin Fahd Stadium
17,Wednesday,2017-02-01,18:05:00,Al-Fateh,Al-Raed,3,1,1612,Prince Abdullah bin Jalawi Stadium
17,Wednesday,2017-02-01,18:25:00,Al-Taawoun,Al-Shabab,2,0,6838,Prince Abdullah bin Abdul Aziz Stadium
17,Thursday,2017-02-02,15:35:00,Al-Batin,Al-Ettifaq,2,0,2927,Department of Education Stadium
17,Thursday,2017-02-02,20:20:00,Al-Hilal,Al-Qadsiah,1,1,7336,Prince Faisal bin Fahd Stadium
17,Friday,2017-02-03,20:20:00,Al-Ittihad,Al-Ahli,1,4,52909,King Abdullah Sports City
17,Saturday,2017-02-04,18:50:00,Al-Wehda,Al-Faisaly,0,1,2137,King Abdul Aziz Stadium
17,Saturday,2017-02-04,20:20:00,Al-Khaleej,Al-Nassr,0,3,1682,Prince Saud bin Jalawi Stadium
18,Thursday,2017-02-09,20:15:00,Al-Qadsiah,Al-Ahli,4,1,5002,Prince Mohamed bin Fahd Stadium
18,Thursday,2017-02-09,20:15:00,Al-Faisaly,Al-Hilal,0,2,2506,Al Majma'ah Sport City
18,Friday,2017-02-10,18:25:00,Al-Shabab,Al-Khaleej,1,1,525,Prince Faisal bin Fahd Stadium
18,Friday,2017-02-10,20:15:00,Al-Nassr,Al-Wehda,2,1,3506,King Fahd International Stadium
18,Saturday,2017-02-11,18:10:00,Al-Ettifaq,Al-Fateh,2,2,1063,Prince Mohamed bin Fahd Stadium
18,Saturday,2017-02-11,20:15:00,Al-Taawoun,Al-Ittihad,1,2,11515,Prince Abdullah bin Abdul Aziz Stadium
18,Sunday,2017-02-12,18:35:00,Al-Raed,Al-Batin,2,1,1773,Prince Abdullah bin Abdul Aziz Stadium
19,Thursday,2017-02-16,18:15:00,Al-Fateh,Al-Taawoun,0,2,2143,Prince Abdullah bin Jalawi Stadium
19,Thursday,2017-02-16,20:25:00,Al-Hilal,Al-Khaleej,4,0,3921,Prince Faisal bin Fahd Stadium
19,Friday,2017-02-17,18:35:00,Al-Faisaly,Al-Raed,1,1,708,Al Majma'ah Sport City
19,Friday,2017-02-17,20:25:00,Al-Wehda,Al-Ettifaq,2,1,1381,King Abdul Aziz Stadium
19,Friday,2017-02-17,20:25:00,Al-Ahli,Al-Nassr,0,2,38355,King Abdullah Sports City
19,Saturday,2017-02-18,18:15:00,Al-Qadsiah,Al-Batin,1,1,63,Prince Saud bin Jalawi Stadium
19,Saturday,2017-02-18,20:25:00,Al-Shabab,Al-Ittihad,0,2,4938,King Fahd International Stadium
20,Thursday,2017-03-02,20:30:00,Al-Ettifaq,Al-Raed,0,1,1242,Prince Mohamed bin Fahd Stadium
20,Friday,2017-03-03,18:35:00,Al-Batin,Al-Wehda,1,1,5222,Department of Education Stadium
20,Friday,2017-03-03,20:30:00,Al-Nassr,Al-Faisaly,0,0,11883,Prince Faisal bin Fahd Stadium
20,Saturday,2017-03-04,18:25:00,Al-Fateh,Al-Shabab,1,1,4153,Prince Abdullah bin Jalawi Stadium
20,Saturday,2017-03-04,18:45:00,Al-Taawoun,Al-Qadsiah,1,3,5152,Prince Abdullah bin Abdul Aziz Stadium
20,Saturday,2017-03-04,20:30:00,Al-Khaleej,Al-Ahli,2,2,1383,Prince Mohamed bin Fahd Stadium
20,Sunday,2017-03-05,20:30:00,Al-Ittihad,Al-Hilal,1,3,53656,King Abdullah Sports City
21,Thursday,2017-03-09,18:50:00,Al-Taawoun,Al-Ettifaq,1,0,2420,Prince Abdullah bin Abdul Aziz Stadium
21,Thursday,2017-03-09,20:35:00,Al-Hilal,Al-Fateh,1,0,15001,Prince Faisal bin Fahd Stadium
21,Thursday,2017-03-09,20:35:00,Al-Wehda,Al-Ahli,1,3,2338,King Abdul Aziz Stadium
21,Saturday,2017-03-11,18:25:00,Al-Khaleej,Al-Qadsiah,2,1,209,Prince Mohamed bin Fahd Stadium
21,Saturday,2017-03-11,20:35:00,Al-Shabab,Al-Faisaly,1,2,572,Prince Faisal bin Fahd Stadium
21,Tuesday,2017-03-14,18:40:00,Al-Batin,Al-Ittihad,0,1,4002,Department of Education Stadium
21,Tuesday,2017-03-14,20:35:00,Al-Raed,Al-Nassr,0,1,7893,Prince Abdullah bin Abdul Aziz Stadium
22,Thursday,2017-04-06,18:40:00,Al-Qadsiah,Al-Fateh,1,2,374,Prince Saud bin Jalawi Stadium
22,Thursday,2017-04-06,19:00:00,Al-Faisaly,Al-Taawoun,1,0,639,Al Majma'ah Sport City
22,Thursday,2017-04-06,20:40:00,Al-Raed,Al-Hilal,0,3,15192,Prince Abdullah bin Abdul Aziz Stadium
22,Friday,2017-04-07,20:40:00,Al-Ahli,Al-Batin,1,1,6219,King Abdullah Sports City
22,Friday,2017-04-07,20:40:00,Al-Nassr,Al-Ittihad,1,1,4652,King Fahd International Stadium
22,Saturday,2017-04-08,18:40:00,Al-Ettifaq,Al-Khaleej,3,1,1330,Prince Mohamed bin Fahd Stadium
22,Saturday,2017-04-08,20:40:00,Al-Wehda,Al-Shabab,1,2,525,King Abdul Aziz Stadium
23,Thursday,2017-04-13,19:00:00,Al-Faisaly,Al-Ettifaq,3,3,377,Al Majma'ah Sport City
23,Thursday,2017-04-13,20:45:00,Al-Shabab,Al-Raed,1,2,804,Prince Faisal bin Fahd Stadium
23,Friday,2017-04-14,18:45:00,Al-Khaleej,Al-Wehda,4,2,312,Prince Mohamed bin Fahd Stadium
23,Friday,2017-04-14,20:45:00,Al-Ittihad,Al-Qadsiah,4,2,6686,King Abdullah Sports City
23,Saturday,2017-04-15,18:45:00,Al-Fateh,Al-Batin,3,2,5111,Prince Abdullah bin Jalawi Stadium
23,Saturday,2017-04-15,20:45:00,Al-Nassr,Al-Taawoun,2,1,1422,Prince Faisal bin Fahd Stadium
23,Saturday,2017-04-15,20:45:00,Al-Hilal,Al-Ahli,0,0,12348,King Fahd International Stadium
24,Thursday,2017-04-20,19:10:00,Al-Taawoun,Al-Khaleej,0,0,3894,Prince Abdullah bin Abdul Aziz Stadium
24,Thursday,2017-04-20,20:45:00,Al-Shabab,Al-Hilal,1,2,12815,King Fahd International Stadium
24,Thursday,2017-04-20,20:45:00,Al-Ahli,Al-Faisaly,2,1,3040,King Abdullah Sports City
24,Thursday,2017-04-20,20:45:00,Al-Wehda,Al-Fateh,1,2,276,King Abdul Aziz Stadium
24,Friday,2017-04-21,19:05:00,Al-Batin,Al-Nassr,4,3,2320,Department of Education Stadium
24,Friday,2017-04-21,19:10:00,Al-Raed,Al-Qadsiah,2,1,10341,Prince Abdullah bin Abdul Aziz Stadium
24,Friday,2017-04-21,20:45:00,Al-Ettifaq,Al-Ittihad,1,4,6068,Prince Mohamed bin Fahd Stadium
25,Saturday,2017-04-29,20:50:00,Al-Ittihad,Al-Faisaly,2,2,10530,King Abdullah Sports City
25,Saturday,2017-04-29,20:50:00,Al-Qadsiah,Al-Ettifaq,1,1,642,Prince Saud bin Jalawi Stadium
25,Saturday,2017-04-29,20:50:00,Al-Wehda,Al-Hilal,1,3,5006,King Abdul Aziz Stadium
25,Saturday,2017-04-29,20:50:00,Al-Taawoun,Al-Batin,4,3,2404,Prince Abdullah bin Abdul Aziz Stadium
25,Saturday,2017-04-29,20:50:00,Al-Nassr,Al-Shabab,1,0,1458,King Fahd International Stadium
25,Saturday,2017-04-29,20:50:00,Al-Khaleej,Al-Fateh,1,1,654,Prince Mohamed bin Fahd Stadium
25,Sunday,2017-04-30,20:30:00,Al-Raed,Al-Ahli,1,3,10025,Prince Abdullah bin Abdul Aziz Stadium
26,Wednesday,2017-05-03,18:55:00,Al-Ettifaq,Al-Shabab,0,1,506,Prince Mohamed bin Fahd Stadium
26,Thursday,2017-05-04,20:50:00,Al-Faisaly,Al-Batin,2,2,515,Al Majma'ah Sport City
26,Thursday,2017-05-04,20:50:00,Al-Ahli,Al-Taawoun,2,1,2241,King Abdullah Sports City
26,Thursday,2017-05-04,20:50:00,Al-Hilal,Al-Nassr,5,1,59174,King Fahd International Stadium
26,Thursday,2017-05-04,20:50:00,Al-Qadsiah,Al-Wehda,3,1,1139,Prince Saud bin Jalawi Stadium
26,Thursday,2017-05-04,20:50:00,Al-Khaleej,Al-Raed,1,2,602,Prince Nayef bin Abdul Aziz Sports City ...
26,Thursday,2017-05-04,20:50:00,Al-Fateh,Al-Ittihad,4,1,8022,Prince Abdullah bin Jalawi Stadium
1,Thursday,2017-08-10,19:00:00,Al-Fateh,Al-Taawoun,1,4,1814,Prince Abdullah bin Jalawi Stadium
1,Thursday,2017-08-10,20:55:00,Al-Hilal,Al-Fayha,2,1,9765,King Fahd International Stadium
1,Friday,2017-08-11,19:00:00,Al-Qadsiah,Al-Raed,2,1,655,Prince Saud bin Jalawi Stadium
1,Friday,2017-08-11,20:55:00,Al-Ittihad,Al-Batin,1,3,17018,King Abdullah Sports City
1,Friday,2017-08-11,20:55:00,Al-Ettifaq,Al-Ahli,2,1,3722,Prince Mohamed bin Fahd Stadium
1,Saturday,2017-08-12,19:10:00,Al-Shabab,Ohod,1,2,1034,Prince Faisal bin Fahd Stadium
1,Saturday,2017-08-12,20:55:00,Al-Faisaly,Al-Nassr,1,3,892,Al Majma'ah Sport City
2,Tuesday,2017-08-15,20:50:00,Al-Taawoun,Al-Hilal,3,4,8084,Prince Abdullah bin Abdul Aziz Stadium
2,Thursday,2017-08-17,19:20:00,Al-Raed,Al-Faisaly,2,3,2191,Prince Abdullah bin Abdul Aziz Stadium
2,Thursday,2017-08-17,20:50:00,Al-Ahli,Al-Fateh,4,0,11980,King Abdullah Sports City
2,Friday,2017-08-18,19:15:00,Al-Batin,Ohod,2,0,3967,Al-Batin FC Stadium
2,Friday,2017-08-18,20:50:00,Al-Nassr,Al-Ettifaq,2,2,7884,King Fahd International Stadium
2,Saturday,2017-08-19,19:05:00,Al-Shabab,Al-Qadsiah,4,1,904,Prince Faisal bin Fahd Fahd Training Pit...
2,Saturday,2017-08-19,20:50:00,Al-Fayha,Al-Ittihad,2,5,1781,Al Majma'ah Sport City
3,Thursday,2017-09-14,20:25:00,Al-Ettifaq,Al-Qadsiah,1,2,1526,Prince Mohamed bin Fahd Stadium
3,Friday,2017-09-15,18:25:00,Al-Fateh,Al-Raed,1,0,871,Prince Abdullah bin Jalawi Stadium
3,Friday,2017-09-15,18:40:00,Al-Shabab,Al-Batin,1,2,767,King Fahd International Stadium
3,Friday,2017-09-15,20:25:00,Al-Faisaly,Al-Ittihad,2,1,751,Al Majma'ah Sport City
3,Saturday,2017-09-16,18:40:00,Al-Fayha,Al-Taawoun,1,1,839,Al Majma'ah Sport City
3,Saturday,2017-09-16,20:25:00,Al-Hilal,Ohod,1,0,4479,King Fahd International Stadium
3,Sunday,2017-09-17,20:25:00,Al-Ahli,Al-Nassr,1,1,10108,King Abdullah Sports City
4,Thursday,2017-09-21,20:20:00,Al-Ittihad,Al-Hilal,1,1,35389,King Abdullah Sports City
4,Friday,2017-09-22,18:35:00,Al-Batin,Al-Ahli,1,2,6500,Department of Education Stadium
4,Friday,2017-09-22,19:00:00,Ohod,Al-Fateh,0,2,1570,Prince Mohammed bin Abdul Aziz Stadium
4,Friday,2017-09-22,20:20:00,Al-Nassr,Al-Fayha,2,2,3014,King Fahd International Stadium
4,Saturday,2017-09-23,18:15:00,Al-Ettifaq,Al-Shabab,2,3,2527,Prince Mohamed bin Fahd Stadium
4,Saturday,2017-09-23,18:15:00,Al-Qadsiah,Al-Faisaly,1,1,929,Prince Saud bin Jalawi Stadium
4,Saturday,2017-09-23,20:20:00,Al-Raed,Al-Taawoun,2,2,17003,Prince Abdullah bin Abdul Aziz Stadium
5,Thursday,2017-09-28,18:30:00,Al-Batin,Al-Fateh,0,0,2713,Department of Education Stadium
5,Thursday,2017-09-28,20:15:00,Al-Taawoun,Al-Ittihad,1,2,5004,Prince Abdullah bin Abdul Aziz Stadium
5,Friday,2017-09-29,18:30:00,Al-Fayha,Ohod,1,0,930,Al Majma'ah Sport City
5,Friday,2017-09-29,20:15:00,Al-Shabab,Al-Nassr,0,1,3688,King Fahd International Stadium
5,Saturday,2017-09-30,18:30:00,Al-Faisaly,Al-Ettifaq,3,0,275,Al Majma'ah Sport City
5,Saturday,2017-09-30,20:15:00,Al-Ahli,Al-Raed,5,3,5310,King Abdullah Sports City
5,Saturday,2017-09-30,20:15:00,Al-Hilal,Al-Qadsiah,2,1,3319,Prince Faisal bin Fahd Fahd Training Pit...
6,Friday,2017-10-13,17:55:00,Al-Fateh,Al-Qadsiah,2,1,2806,Prince Abdullah bin Jalawi Stadium
6,Friday,2017-10-13,20:00:00,Al-Ittihad,Ohod,2,2,7118,King Abdullah Sports City
6,Saturday,2017-10-14,17:55:00,Al-Ettifaq,Al-Batin,1,3,503,Prince Mohamed bin Fahd Stadium
6,Saturday,2017-10-14,20:00:00,Al-Shabab,Al-Ahli,2,5,2633,Prince Faisal bin Fahd Fahd Training Pit...
6,Saturday,2017-10-14,20:00:00,Al-Faisaly,Al-Fayha,2,1,2316,Al Majma'ah Sport City
6,Sunday,2017-10-15,20:00:00,Al-Nassr,Al-Taawoun,2,1,1915,King Fahd International Stadium
7,Thursday,2017-10-19,17:50:00,Al-Qadsiah,Al-Fayha,1,1,741,Prince Saud bin Jalawi Stadium
7,Thursday,2017-10-19,18:10:00,Al-Raed,Al-Shabab,2,2,3128,Prince Abdullah bin Abdul Aziz Stadium
7,Thursday,2017-10-19,19:55:00,Ohod,Al-Nassr,2,2,7866,Prince Mohammed bin Abdul Aziz Stadium
7,Friday,2017-10-20,17:50:00,Al-Fateh,Al-Ettifaq,1,1,4911,Prince Abdullah bin Jalawi Stadium
7,Friday,2017-10-20,19:55:00,Al-Taawoun,Al-Faisaly,1,0,2877,Prince Abdullah bin Abdul Aziz Stadium
7,Saturday,2017-10-21,19:55:00,Al-Hilal,Al-Batin,2,1,15675,King Fahd International Stadium
7,Saturday,2017-10-21,19:55:00,Al-Ahli,Al-Ittihad,3,0,15675,King Abdullah Sports City
8,Wednesday,2017-10-25,18:05:00,Al-Fayha,Al-Ettifaq,1,2,370,Al Majma'ah Sport City
8,Wednesday,2017-10-25,19:50:00,Al-Ittihad,Al-Qadsiah,0,0,3758,King Abdullah Sports City
8,Thursday,2017-10-26,18:00:00,Al-Batin,Al-Raed,1,5,1217,Al-Batin FC Stadium
8,Thursday,2017-10-26,19:50:00,Al-Faisaly,Al-Ahli,1,2,512,Al Majma'ah Sport City
8,Thursday,2017-10-26,19:50:00,Al-Nassr,Al-Hilal,1,2,17879,Prince Faisal bin Fahd Stadium
8,Friday,2017-10-27,18:00:00,Al-Shabab,Al-Fateh,1,1,1153,Prince Faisal bin Fahd Stadium
8,Friday,2017-10-27,19:50:00,Al-Taawoun,Ohod,3,1,3121,Prince Abdullah bin Abdul Aziz Stadium
9,Tuesday,2017-10-31,17:35:00,Al-Ettifaq,Al-Raed,2,0,646,Prince Mohamed bin Fahd Stadium
9,Tuesday,2017-10-31,19:45:00,Al-Ahli,Al-Fayha,1,1,9774,King Abdullah Sports City
9,Wednesday,2017-11-01,17:35:00,Al-Qadsiah,Al-Taawoun,1,0,574,Prince Saud bin Jalawi Stadium
9,Wednesday,2017-11-01,19:45:00,Al-Hilal,Al-Shabab,1,1,8352,King Fahd International Stadium
9,Wednesday,2017-11-01,19:45:00,Al-Fateh,Al-Ittihad,1,2,7012,Prince Abdullah bin Jalawi Stadium
9,Saturday,2017-11-04,19:45:00,Ohod,Al-Faisaly,1,3,2408,Prince Mohammed bin Abdul Aziz Stadium
10,Thursday,2017-11-16,17:30:00,Al-Qadsiah,Al-Batin,0,0,820,Prince Saud bin Jalawi Stadium
10,Thursday,2017-11-16,19:40:00,Ohod,Al-Ettifaq,1,0,1200,Prince Mohammed bin Abdul Aziz Stadium
10,Friday,2017-11-17,19:40:00,Al-Raed,Al-Nassr,0,5,3866,Prince Abdullah bin Abdul Aziz Stadium
10,Friday,2017-11-17,19:40:00,Al-Ittihad,Al-Shabab,1,1,25213,King Abdullah Sports City
10,Saturday,2017-11-18,17:50:00,Al-Fayha,Al-Fateh,1,3,279,Al Majma'ah Sport City
10,Sunday,2017-11-19,19:40:00,Al-Taawoun,Al-Ahli,1,1,4372,Prince Abdullah bin Abdul Aziz Stadium
11,Thursday,2017-11-23,17:45:00,Al-Fayha,Al-Shabab,3,1,402,Al Majma'ah Sport City
11,Thursday,2017-11-23,17:50:00,Al-Raed,Ohod,2,2,3522,Prince Abdullah bin Abdul Aziz Stadium
11,Thursday,2017-11-23,19:40:00,Al-Nassr,Al-Ittihad,1,0,15523,King Fahd International Stadium
11,Friday,2017-11-24,19:40:00,Al-Ahli,Al-Qadsiah,3,0,7510,King Abdullah Sports City
11,Saturday,2017-11-25,15:05:00,Al-Batin,Al-Taawoun,1,1,1217,Al-Batin FC Stadium
11,Saturday,2017-11-25,17:30:00,Al-Fateh,Al-Faisaly,0,5,1104,Prince Abdullah bin Jalawi Stadium
12,Wednesday,2017-11-29,17:50:00,Al-Raed,Al-Fayha,2,0,1936,Prince Abdullah bin Abdul Aziz Stadium
12,Wednesday,2017-11-29,19:40:00,Al-Nassr,Al-Fateh,3,1,4116,King Fahd International Stadium
12,Thursday,2017-11-30,17:45:00,Al-Faisaly,Al-Batin,0,1,723,Al Majma'ah Sport City
12,Thursday,2017-11-30,17:45:00,Al-Shabab,Al-Taawoun,2,1,553,Prince Faisal bin Fahd Stadium
12,Thursday,2017-11-30,19:40:00,Al-Ettifaq,Al-Ittihad,1,2,2665,Prince Mohamed bin Fahd Stadium
12,Friday,2017-12-01,18:15:00,Ohod,Al-Qadsiah,2,1,991,Prince Mohammed bin Abdul Aziz Stadium
12,Friday,2017-12-01,20:00:00,Al-Hilal,Al-Ahli,2,0,14671,King Fahd International Stadium
9,Monday,2017-12-04,17:40:00,Al-Batin,Al-Nassr,1,1,2437,Al-Batin FC Stadium
6,Tuesday,2017-12-05,19:40:00,Al-Raed,Al-Hilal,0,3,8140,Prince Abdullah bin Abdul Aziz Stadium
13,Friday,2017-12-08,17:45:00,Al-Shabab,Al-Faisaly,0,1,874,Prince Faisal bin Fahd Stadium
13,Saturday,2017-12-09,15:10:00,Al-Fayha,Al-Batin,2,0,364,Al Majma'ah Sport City
13,Saturday,2017-12-09,19:40:00,Al-Qadsiah,Al-Nassr,3,2,1826,Prince Saud bin Jalawi Stadium
13,Saturday,2017-12-09,19:40:00,Al-Ittihad,Al-Raed,2,1,3470,King Abdullah Sports City
13,Sunday,2017-12-10,17:50:00,Al-Taawoun,Al-Ettifaq,4,0,2648,Prince Abdullah bin Abdul Aziz Stadium
13,Sunday,2017-12-10,19:40:00,Ohod,Al-Ahli,2,2,10225,Prince Mohammed bin Abdul Aziz Stadium
13,Sunday,2017-12-10,19:40:00,Al-Fateh,Al-Hilal,0,0,7924,Prince Abdullah bin Jalawi Stadium
14,Thursday,2017-12-14,17:55:00,Al-Raed,Al-Qadsiah,1,1,3047,King Abdullah Sports City
14,Thursday,2017-12-14,19:40:00,Al-Nassr,Al-Faisaly,1,1,1166,King Fahd International Stadium
14,Friday,2017-12-15,18:15:00,Ohod,Al-Shabab,0,2,5261,Prince Mohammed bin Abdul Aziz Stadium
14,Friday,2017-12-15,19:40:00,Al-Ahli,Al-Ettifaq,4,1,4831,King Abdullah Sports City
14,Saturday,2017-12-16,15:15:00,Al-Taawoun,Al-Fateh,0,0,2643,King Abdullah Sports City
14,Saturday,2017-12-16,17:45:00,Al-Batin,Al-Ittihad,1,2,3217,Al-Batin FC Stadium
14,Sunday,2017-12-17,19:40:00,Al-Fayha,Al-Hilal,2,1,1446,Al Majma'ah Sport City
15,Thursday,2017-12-21,17:55:00,Al-Faisaly,Al-Raed,2,2,612,Al Majma'ah Sport City
15,Thursday,2017-12-21,19:45:00,Al-Qadsiah,Al-Shabab,1,2,1000,Prince Saud bin Jalawi Stadium
15,Friday,2017-12-22,15:40:00,Ohod,Al-Batin,1,1,1146,Prince Mohammed bin Abdul Aziz Stadium
15,Friday,2017-12-22,20:30:00,Al-Ettifaq,Al-Nassr,3,2,1878,Prince Mohamed bin Fahd Stadium
15,Saturday,2017-12-23,19:45:00,Al-Fateh,Al-Ahli,1,3,2551,Prince Abdullah bin Jalawi Stadium
15,Sunday,2017-12-24,19:45:00,Al-Hilal,Al-Taawoun,1,0,3475,Prince Faisal bin Fahd Stadium
15,Sunday,2017-12-24,19:45:00,Al-Ittihad,Al-Fayha,0,1,13246,King Abdullah Sports City
16,Wednesday,2017-12-27,17:50:00,Al-Batin,Al-Shabab,0,1,1523,Al-Batin FC Stadium
16,Thursday,2017-12-28,15:20:00,Al-Raed,Al-Fateh,2,2,2583,Prince Abdullah bin Abdul Aziz Stadium
16,Thursday,2017-12-28,15:45:00,Ohod,Al-Hilal,1,4,16430,Prince Mohammed bin Abdul Aziz Stadium
16,Thursday,2017-12-28,20:20:00,Al-Ittihad,Al-Faisaly,3,3,4382,King Abdullah Sports City
16,Friday,2017-12-29,15:20:00,Al-Taawoun,Al-Fayha,4,0,4740,Prince Abdullah bin Abdul Aziz Stadium
16,Friday,2017-12-29,19:50:00,Al-Nassr,Al-Ahli,3,1,2586,King Fahd International Stadium
10,Monday,2018-01-01,19:50:00,Al-Faisaly,Al-Hilal,1,1,1796,Al Majma'ah Sport City
11,Monday,2018-01-08,19:55:00,Al-Hilal,Al-Ettifaq,1,1,4163,King Fahd International Stadium
17,Thursday,2018-01-11,15:10:00,Al-Fateh,Ohod,0,0,1071,Prince Abdullah bin Jalawi Stadium
17,Thursday,2018-01-11,20:00:00,Al-Fayha,Al-Nassr,1,0,1368,Al Majma'ah Sport City
17,Friday,2018-01-12,18:15:00,Al-Taawoun,Al-Raed,2,2,7343,Prince Abdullah bin Abdul Aziz Stadium
17,Friday,2018-01-12,20:00:00,Al-Ahli,Al-Batin,5,0,23898,King Abdullah Sports City
17,Saturday,2018-01-13,15:25:00,Al-Faisaly,Al-Qadsiah,2,0,508,Al Majma'ah Sport City
17,Saturday,2018-01-13,20:00:00,Al-Hilal,Al-Ittihad,1,1,26602,King Fahd International Stadium
17,Sunday,2018-01-14,18:05:00,Al-Shabab,Al-Ettifaq,3,1,651,Prince Faisal bin Fahd Stadium
19,Monday,2018-01-29,18:00:00,Al-Qadsiah,Al-Fateh,1,4,498,Prince Saud bin Jalawi Stadium
19,Monday,2018-01-29,18:15:00,Al-Batin,Al-Ettifaq,1,1,1734,Al-Batin FC Stadium
19,Monday,2018-01-29,20:10:00,Al-Fayha,Al-Faisaly,2,2,1403,Al Majma'ah Sport City
19,Tuesday,2018-01-30,16:05:00,Ohod,Al-Ittihad,0,1,16529,Prince Mohammed bin Abdul Aziz Stadium
19,Tuesday,2018-01-30,18:25:00,Al-Taawoun,Al-Nassr,1,0,3042,Prince Abdullah bin Abdul Aziz Stadium
19,Tuesday,2018-01-30,20:10:00,Al-Hilal,Al-Raed,2,1,3365,Prince Faisal bin Fahd Stadium
19,Tuesday,2018-01-30,20:10:00,Al-Ahli,Al-Shabab,3,2,32199,King Abdullah Sports City
20,Saturday,2018-02-03,15:40:00,Al-Faisaly,Al-Taawoun,0,1,852,Al Majma'ah Sport City
20,Saturday,2018-02-03,18:05:00,Al-Ettifaq,Al-Fateh,2,1,2768,Prince Mohamed bin Fahd Stadium
20,Saturday,2018-02-03,19:45:00,Al-Nassr,Ohod,2,0,2685,Prince Faisal bin Fahd Stadium
